Gene	O442	O443	O444	O445	O447	O448
Cox7a2l	154.69299999999998	546.439	0.338451	540.672	840.197	0.9032979999999999
Cox7b	927.094	950.4759999999999	354.20029	1162.07	1144.8487	433.5449
Cox7b2	0.0	0.0	0.0	0.0	0.0	0.0
Cox7c	438.17800000000005	1486.92	0.0	1199.12	2746.98	1109.265
Cox8a	2069.13	4102.3	3725.31	2763.05	1769.12	4832.49
Cox8b	0.0	0.0	0.0	0.0	0.0	0.0
Cox8c	0.0	0.0	0.0	0.0	0.0	0.0
Cp	0.0	0.0	0.0	0.0	0.0	0.0
Cpa1	0.0	0.0	0.0	0.0	0.0	0.0
Cpa2	0.0	0.0	0.0	0.0	0.675427	0.0
Cpa3	0.0	0.0	0.0	0.0	0.0	0.0
Cpa4	0.0	0.0	0.0	0.0	0.0	0.0
Cpa5	0.0	0.0	0.0	0.0	0.0	0.0
Cpa6	3.3186400000000003	8.5659	0.475155	0.0	1.1524	0.735472
Cpb1	0.0	0.14424	7.26933	0.0	0.0	0.0
Cpb2	0.0	0.0	0.0	0.0	0.0	0.0
Cpd	0.0	0.0	0.0	0.0	0.0	0.0
Cpe	860.4542799999999	1089.44	89.8884	1299.77	1328.51	935.054
Cpeb1	0.0	0.0	3.44931699	77.79542000000001	27.745789	0.0
Cpeb2	0.109009	0.29086799999999996	0.26074200000000003	0.0248674	0.0	55.2512
Cpeb3	0.0	0.40632399999999996	0.0	0.532654	0.0	0.706019
Cpeb4	0.0	1.78951	3.52336	28.956420084	48.6785	0.0
Cped1	0.0	0.0	0.0	0.0	0.0	0.0
Cphx1	0.0	0.0	0.0	0.0	0.0	0.0
Cphx2	0.0	0.0	0.0	0.0	0.0	0.0
Cphx3	0.0	0.0	0.0	0.0	0.0	0.0
Cplane1	0.504278	1.2745769999999998	4.141139	0.0	5.93254	0.12128
Cplx1	1505.22	1297.73	199.56099999999998	2129.11	1118.44073	1882.04
Cplx2	2.45472	1.84637	1.51156	0.342431	0.8460629999999999	0.25497
Cplx3	0.0	0.061169299999999996	0.0	0.0	0.0	0.0
Cplx4	0.0	0.0	0.0	0.0	0.0	0.0
Cpm	0.0	0.0858935	0.0	0.0	0.0	0.0
Cpn1	0.0	0.0	0.0	0.0	0.0	0.0
Cpn2	0.0	0.0	0.0	0.0353526	0.0	0.0
Cpne1	173.9176999	3.1787900000000002	193.531697441081	7.50648164746788	2.0484299999999998	0.0
Cpne2	0.0	0.0	0.0	0.0	211.00379999999998	0.0
Cpne3	0.0	0.0	0.0	0.0	17.9096	0.0
Cpne4	0.0	0.0	0.0	0.0	0.0	0.0
Cpne5	0.0	1.57864	0.0	0.08493830000000001	8.928771	0.0
Cpne6	170.577	274.77122999999995	1086.3377150000001	337.80053	216.17584200000002	841.5494429999999
Cpne7	0.0	0.0	0.0	60.2483	0.0	0.0
Cpne8	0.0	0.0	0.0	0.0	12.4897	0.0
Cpne9	0.133973	26.2687	0.10745199999999999	0.0	1.31588	0.270402
Cpox	14.44825	2.8253611000000003	2.80785	0.053954199999999994	0.6308739999999999	1.2892
Cpped1	0.0	0.0	0.0	0.0	0.0	85.38419999999999
Cpq	0.0	0.825491	0.0	0.0	0.0	0.0
Cps1	0.0	0.0	0.0	0.0	0.0	0.0
Cpsf1	0.0	0.0	0.657221	0.0	158.7521700201684	188.68610442732302
Cpsf2	116.141	0.295871	0.0	0.0	0.0	6.42034
Cpsf3	0.0	118.64376100000001	0.0	37.11892	0.0	0.0
Cpsf4	0.0	0.0	0.803372	0.0	0.0	0.0
Cpsf4l	0.0	0.0	0.0	0.0	0.0	0.0
Cpsf6	48.301370000000006	23.364511	0.0	4.23597	0.42191899999999993	171.41639999999998
Cpsf7	6.08671	1.63753	0.07929889999999999	0.0455848	133.455	0.0
Cpt1a	0.0	0.0	0.0	0.0	0.0	0.0
Cpt1b	0.0	0.0	0.0	0.0	0.0	0.0
Cpt1c	7.53167	119.81467	0.214935	65.573465	1.13323	158.07797
Cpt2	0.0	0.0	0.0	0.0	0.0	0.0
Cptp	0.0	125.99803	0.0	82.30330000000001	0.0	80.04196999999999
Cpvl	0.0	0.0	0.0	0.0	0.0	0.0
Cpxcr1	0.0	0.0	0.0	0.0	0.0	0.0
Cpxm1	0.0	0.0	0.0	0.0	0.0	0.0
Cpxm2	0.0	0.0801288	0.0	0.0	0.0	0.0
Cpz	0.0	0.0	0.0	0.0	0.0	0.0
Cr1l	0.0	5.6197816000000005	5.841343	0.0	0.0	3.22927
Cr2	0.0	1.5330300000000001	0.0	0.0	0.0	0.0
Crabp1	0.0	0.0	0.0	0.0	0.0	0.0
Crabp2	0.0	0.0	0.0	0.0	0.0	0.0
Cracr2a	0.0	0.0553101	0.0	0.0	0.0	0.0
Cracr2b	0.0	3.4168	0.45898199999999995	0.0	0.0	0.0
Cradd	0.0	0.223531	0.0	0.0	0.14499	65.237244
Cramp1l	0.0	0.082536	0.0	2.4076400000000002	0.0	0.0
Crat	0.0	0.0534689	0.0	49.08	0.0	0.08145419999999999
Crb1	0.0	0.104348	0.0	0.0	0.0	0.11875799999999999
Crb1-ps	0.0	0.5600149999999999	0.0	0.0	0.0	0.40685
Crb2	0.0	0.0	0.0	0.0	0.0	0.0
Crb3	0.0	0.0	0.0	0.0	0.0	0.0
Crbn	429.363486797	0.214074	2.65695	119.51038099999998	0.0	0.21328759379999998
Crcp	0.0	0.0	0.0	78.2031	0.0	290.791
Crct1	0.0	0.0	0.0	0.0	0.0	0.0
Creb1	0.0	0.0181108	0.0	0.0	12.874	0.0
Creb3	0.0	1.38208	0.0	246.417	0.0	4.62511
Creb3l1	0.0	0.0	0.0	0.0	0.0	0.0
Creb3l2	0.0	0.0430839	0.0	0.0	0.441658	0.032487
Creb3l3	0.0	0.0	0.0	0.0	0.0	0.0
Creb3l4	0.0	0.0	0.0	0.0	0.0	0.0
Creb5	12.1247	0.6801509	31.0207	3.8311900000000003	3.5327421000000006	6.67466
Crebbp	52.09264	0.902454	184.73575699999998	92.6698	3.44337	31.119314000000003
Crebl2	0.161101	2.6208099999999996	0.0	0.0	0.6786300000000001	0.0
Crebrf	0.0458159	38.9525	0.146271	6.878360000000001	0.0261853	1.5068
Crebzf	0.0	0.0	174.722	162.6187	0.0	0.0
Creg1	713.7339999999999	0.0786178	0.0	0.0	167.28400000000002	181.037
Creg2	0.0567432	0.126153	0.0	0.0	0.0	0.0
Creld1	0.0	0.112068	0.0	141.7956	184.45569999999998	0.0
Creld2	0.0	0.0	0.0	0.0	0.0	0.0
Crem	0.0	0.0	0.0	0.0	0.0	0.0
Crh	0.0	0.0	0.0	0.0	0.0	0.0
Crhbp	521.4125	0.209344	0.3744	1508.5320000000002	438.25699999999995	0.32368800000000003
Crhr1	0.0	0.0	0.0	0.0	0.0	0.0
Crhr2	0.0	0.0	0.0	0.0	0.0	0.0
Crim1	0.0	0.0	0.0	0.0	0.0	0.0
Crip1	0.280525	3.4102900000000003	0.0	0.0	0.31649499999999997	0.0
Crip2	0.0	148.102	0.0	0.0	0.0	0.0
Crip3	0.0	0.0	10.7218	0.0	0.0	0.0
Cript	0.0	16.938454	0.0	209.241715	324.722	666.8480000000001
Crisp1	0.0	0.0	0.0	0.0	0.0	0.0
Crisp2	0.0	0.0	0.0	0.0	0.0	0.0
Crisp3	0.0	0.0	0.0	0.0	0.0	0.0
Crisp4	0.0	22.7892	0.0	0.0	0.0	0.0
Crispld1	0.0	0.0	0.0	0.0	0.0	0.0
Crispld2	0.0	0.0	0.0674844	0.0	0.0	0.0
Crk	0.0	65.23615699999999	0.0	20.8181	0.0	17.803269999999998
Crkl	0.0	0.0	0.055239300000000005	0.0	0.0	107.29700000000001
Crlf1	0.0	0.0	0.0	0.0	0.0	0.0
Crlf2	0.0	0.0	0.0	0.0	0.0	0.0
Crlf3	0.0	11.8239	0.0	0.64961	0.392234	0.0
Crls1	2.05326	0.0	6.41361	15.96848	45.8202	0.0
Crmp1	0.0	114.7141	366.033	112.01790000000001	0.0	21.580815
Crnkl1	0.0	0.0	0.0	0.0	0.0	0.0
Crnn	0.0	0.0	0.0	0.0	0.0	0.0
Crocc	0.0	0.0	3.8919300000000003	0.0	0.0	80.45830000000001
Crocc2	0.0	0.0	0.0	0.0	0.0	0.0
Crot	0.0	0.0	0.11399000000000001	0.0	0.0	0.390144
Crp	0.0	1.63761	14.8145	0.442708	0.0	0.0
Crry-ps	0.0	0.0	0.0	0.0	0.0	0.0
Crs-ps	0.0	0.0	0.0	0.0	0.0	0.0
Crtac1	316.328	214.545	0.0	78.4012	0.0	4.24615
Crtam	0.0795453	0.0	0.0	0.0	0.0	0.0
Crtap	0.0	0.0	0.0	0.5076069999999999	0.0	0.0
Crtc1	0.920467	0.2590124	42.9654	0.195035	7.428939999999999	182.5508642
Crtc2	0.0	9.22948	0.0	0.0	0.0	0.0
Crtc3	0.0	0.0362996	0.0	0.819398	45.6689	223.86518
Crx	0.0	0.254058	0.20314602335989998	0.0	2.2762400131023	0.08670820730645
Crxos	0.0	0.0	0.0	0.0	0.0	0.0
Cry1	233.97099999999998	0.0	0.0	0.0	0.0691725	0.0
Cry2	31.403010000000002	3.071065	0.21380900000000003	15.3067	0.0	117.21825000000001
Cryaa	0.0	0.494561	4.17839	0.0	0.0	0.0
Cryab	0.0	0.0	0.0	0.0	0.0	0.0
Cryba1	0.0	0.0	0.604172	0.0	0.0	0.21288400000000002
Cryba2	0.0	0.0	0.0	0.0	0.0	14.6893
Cryba4	0.0	0.0	0.0	0.0	0.0	0.0
Crybb1	0.0	115.164	0.0	80.6499	0.0	0.0
Crybb2	0.0	0.0	0.0	0.0	0.0	0.0
Crybb3	0.0	0.0	0.0	0.0	0.0	145.014626
Crybg1	0.0	0.0	0.0	0.0	0.0	0.0
Crybg2	0.413654	1.6956099999999998	0.0587207	0.12629100000000001	0.162421	0.0
Crybg3	0.0	1.18528	0.0	0.0	3.41394	0.659142
Cryga	0.0	0.0	0.0	0.0	0.0	0.0
Crygb	0.0	0.0	0.0	0.0	0.0	0.0
Crygc	0.0	0.0	0.0	0.0	0.0	0.0
Crygd	0.0	0.0	0.0	0.0	0.0	0.0
Cryge	0.0	0.0	0.0	0.0	0.0	0.0
Crygf	0.0	0.0	0.0	0.0	0.0	0.0
Crygn	0.0	0.0	0.0	0.0	0.0	0.0
Crygs	0.0	0.0	0.0	0.0	0.0	0.0
Cryl1	0.0	113.13663100000001	0.0	85.6916	0.0	0.0
Crym	0.0	0.0	0.0	0.0	0.0	0.0
Cryz	0.0	0.0	696.45846	0.0	0.0	0.0
Cryzl1	1.8073700000000001	181.8137	43.81687	80.4242	0.42485900000000004	0.0
Cryzl2	2.507348	6.695069999999999	0.0	0.0	0.483171	0.28622
Cs	0.378742	252.387	8.5666119	255.14	399.1617663	0.0
Csad	0.0	0.3865144	0.0	0.0	0.0	0.0
Csdc2	147.793	143.09815	0.119703	88.4506	0.0864326	225.829
Csde1	20.53814	35.316598	2.5231440000000003	84.6827369	489.89734999999996	0.5609354
Cse1l	113.1308	0.9697	662.059141	0.637216	3.73682	15.8816
Csf1	0.0	0.0	0.0	0.0	0.0	0.0
Csf1r	0.0	0.040953500000000004	0.0	0.0	0.0527091	0.0
Csf2	0.0	0.0	0.0	0.0	0.0	0.0
Csf2ra	0.0	5.68193	0.0	22.1505	0.0	0.0
Csf2rb	0.0	6.4372415	0.210569	0.0	0.0	0.0
Csf2rb2	0.119645	0.06532080000000001	0.0	0.0647621	0.0	0.0
Csf3	0.0	0.0	0.0	0.0	0.0	0.0
Csf3r	0.0	2.2757	0.0	0.0	0.0	0.0
Csgalnact1	0.0	0.0	0.0	0.0	0.0	0.0
Csgalnact2	0.0	0.34326999999999996	0.0	0.0448035	0.0	0.0
Csk	0.0	0.0	0.0	0.0	0.0	0.0
Csl	0.0	0.0	0.0	0.0	0.0	0.0
Csmd1	0.0471398	4.3809249999999995	7.506739	1.16467	62.1788	0.0
Csmd2	0.121182	0.10701600000000001	1.1512	0.5425506999999999	0.275873	0.0
Csmd3	0.0	0.5897180000000001	0.1977	0.0	0.0	0.0840758
Csn1s1	0.0	0.596532	0.0	0.0	0.0	0.0
Csn1s2a	0.0	0.0	0.0	0.0	0.0	0.0
Csn1s2b	0.0	5.95835	0.0	0.0	0.0	0.0
Csn2	0.0	0.0	0.0	0.0	0.0	0.0
Csn3	6.7613807999999995	0.0	0.9891040000000001	0.0	0.537047	0.0
Csnk1a1	0.571368	108.7788	90.57169	200.2692	166.59111199999998	170.3803
Csnk1d	259.48170000000005	0.0	5.32207	0.0	0.0	117.6061
Csnk1e	0.0	76.557213	0.8758540000000001	155.3636	0.0	0.0
Csnk1g1	0.0	0.0	0.598945	0.0	0.054926499999999996	0.194102
Csnk1g2	0.0	0.0785828	0.0	0.8236559999999999	0.0	0.0
Csnk1g3	0.0	87.2538	0.0	0.0	0.0	0.0
Csnk2a1	1.18262	0.412132	14.2947	0.19261199999999998	0.711759	0.499374
Csnk2a1-ps	0.0	0.0	0.0	0.0	0.0	0.0
Csnk2a1-ps1	0.0	0.0	0.0	0.0	0.22380799999999998	0.0
Csnk2a2	0.354741	0.168399	0.0	8.18251	0.0	0.0
Csnk2b	2.155152	0.49159899999999995	0.0	252.016	0.0	518.9580000000001
Csnka2ip	0.0	0.0	0.0	0.0	0.0	0.0
Cspg4	1.62565	0.030080000000000003	0.0560194	0.0	0.0	0.0
Cspg5	1.2191489999999998	58.174952	0.08673389999999999	17.44202	131.66396	7.116854
Cspp1	0.105675	0.26411100000000004	0.0849878	1.959985	0.0	28.868327
Csprs	0.0	0.0	0.0	0.0	0.0	0.0
Csrnp1	0.0	13.4484	0.0	0.0	0.0	0.0
Csrnp2	0.0810488	92.4002	0.0	0.0	0.0	0.0
Csrnp3	0.0	19.7126	0.0	8.54774	11.1092	0.0
Csrp1	0.0	0.0	0.0	0.0	0.0	0.0
Csrp2	0.0	0.0	0.0	0.0	0.0	0.0
Csrp3	0.0	0.0	0.0	0.0	0.0	0.0
Cst10	0.0	0.0	0.0	0.0	0.0	0.0
Cst11	0.0	0.0	0.0	0.0	0.0	0.0
Cst12	0.0	0.0	0.0	0.0	0.0	0.0
Cst13	0.0	0.0	0.0	0.0	0.0	0.0
Cst3	6.91723	6471.25	6632.58	2387.41	857.247	416.548
Cst6	0.0903899	0.0402923	0.0717571	0.0	0.0	0.0
Cst7	0.0	0.0	0.0	0.0	0.0	0.0
Cst8	0.0	0.0	0.0	0.0	0.0	0.0
Cst9	0.0	0.0	0.0	0.0	0.0	0.0
Csta1	0.0	0.0	0.0	0.0	0.0	0.0
Cstad	0.0	0.0	0.0	0.0	0.0	0.0
Cstb	275.11	195.511	0.0	490.1	248.63099999999997	0.7971050000000001
Cstf1	0.0	0.0928225	0.0	49.301500000000004	0.059771500000000005	0.0
Cstf2	0.156834	0.0	0.0	132.09089799999998	33.724728	34.4707
Cstf2t	0.0	23.1823	0.0	0.0	2.0185400000000002	110.50200000000001
Cstf3	0.0	148.95206	0.0	33.95527	69.5345	150.24425000000002
Cstl1	0.0	0.0	0.0	0.0	0.0	0.0
Ctag2	0.0	0.0	0.0	0.0	0.0	0.0
Ctbp1	147.914	46.4571	0.0	74.674	125.9337	0.0
Ctbp2	0.105252	181.131662	0.0836798	0.0	0.0	0.0
Ctbs	0.0	0.845109	0.0	0.0	0.0	0.0
Ctc1	0.0	105.56404	223.87920999999997	0.0	1.49169	0.705956
Ctcf	0.0	38.7749	0.0	34.4784	0.0	0.0
Ctcfl	7.227741	4.132496	6.663239999999999	0.678028	1.9100599999999999	1.34825
Ctdnep1	0.0	0.0	0.5929760000000001	1.00954	0.0	0.0
Ctdp1	0.0	0.042841199999999996	0.0	0.0	0.0	0.0
Ctdsp1	0.0	0.22719499999999998	0.0	0.0	0.0	0.0
Ctdsp2	0.0	25.7233	0.0	7.5663100000000005	0.343219	0.34657899999999997
Ctdspl	79.499	0.163392	0.0	0.0	0.0	0.0
Ctdspl2	1.38686	3.54777	0.0	0.0	0.183121	5.26504
Ctf1	0.0	0.0	0.0	0.0	0.0	0.0
Ctf2	4.3882900000000005	3.38416	0.421455	0.10504400000000001	0.40151	0.0
Ctgf	185.963	0.0	0.0	0.0	0.0	0.0
Cth	0.0	0.0	0.0	0.0	0.0	0.0
Cthrc1	0.395958	6.79432	0.0	428.074	0.0	0.0
Ctif	0.0	0.624538	0.223056	5.85007	0.0319559	0.0
Ctla2a	0.0	19.9077	0.0	0.0	0.0	0.0
Ctla2b	1.28646	0.0	0.0	0.0	0.0	0.0
Ctla4	0.0	0.0	0.0	0.0	0.0	0.0
Ctnna1	0.0	0.0	0.0	0.0	0.0	0.0
Ctnna2	0.111152	38.7789	2.55518	0.0	0.156451	0.0
Ctnna3	0.0	0.0	0.0	0.0	0.075713	0.0
Ctnnal1	0.0	0.825865	0.07777189999999999	0.0	32.7925	0.0
Ctnnb1	0.0	163.98219999999998	0.0	0.0	0.193063	0.0
Ctnnbip1	0.13989100000000002	0.36987600000000004	280.813	47.9765	0.0	0.0
Ctnnbl1	0.310694	0.0	848.9780000000001	220.3264	1.491517	0.0
Ctnnd1	0.0	0.0	0.0	0.0	0.0	0.0
Ctnnd2	295.40954999999997	126.505526	0.0	2.612352	303.90777	67.8331
Ctns	0.0	18.5699	0.0	0.0	0.0	244.15287
Ctps	0.0	0.0	0.0	0.0	0.0	54.9713
Ctps2	129.8964000114663	0.333963	1.786813	0.053915099999999994	318.18210000000005	0.0
Ctr9	0.521161	0.0	41.1947	0.0	0.0	0.829282
Ctrb1	0.0	0.0	0.0	0.0	0.0	0.0
Ctrc	0.0	11.0827	932.885	0.0	9.57657	0.0
Ctrl	0.0	2.29477	0.0	0.0	0.0	0.0
Cts3	0.0	0.0	0.0	0.0	0.0	0.0
Cts6	0.0	0.0	0.0	0.0	0.0	0.0
Cts7	0.0	0.0	0.0	0.0	0.0	0.0
Cts7-ps	0.0	0.0	0.0	0.0	0.0	0.0
Cts8	0.0	1.9920799999999999	0.47382399999999997	0.0	0.0	0.0
Cts8-ps	0.0	1.0066	0.0	0.0	0.0	0.0
Ctsa	696.7077900000002	74.956193	0.783144	391.3153	0.0	0.0
Ctsb	284.529	271.72839999999997	207.476	653.1410000000001	933.063	553.973
Ctsc	0.0	74.0893	0.0	0.0	0.0	0.12334300000000001
Ctsd	1.1995799999999999	459.7552	791.934	864.28443037	438.15218	870.745
Ctse	0.0	0.0	0.0	0.0	0.0	0.0
Ctsf	0.0	15.9211	356.425	1.54494	0.0	0.0
Ctsg	0.0	0.0	0.0	0.0	0.0	0.0
Ctsh	0.0	0.0	0.0	0.7936300000000001	206.762	0.0
Ctsj	0.0	0.0	0.0	0.0	0.0	0.0
Ctsk	0.0	0.0	0.0	0.0	0.0	0.0
Ctsl	0.200268	113.294	171.187159	272.94	2.045867	196.03808800000002
Ctsll3	0.0	0.0	0.0	0.0	0.0	0.0
Ctsm	0.0	0.0	0.0	0.0	0.0	0.0
Ctsm-ps2	0.0	0.0	0.0	0.0	0.0	0.0
Ctso	0.0	0.0	0.0	0.0	0.0	0.0
Ctsq	0.0	0.0	0.0	0.0	0.0	0.0
Ctsr	0.0	0.0	0.0	0.0	0.0	0.0
Ctss	0.9662120000000001	435.921	2487.88	106.397	0.0	0.0
Ctsw	0.0	0.0	0.0	0.0	0.0	0.0
Ctsz	0.0	0.386008	715.1419999999999	0.0	0.0	0.0
Cttn	156.32744	0.0	0.0	4.49643	78.6165	0.0
Cttnbp2	0.0	0.22842089999999998	1.0245600000000001	0.1608863916	20.689809999999998	98.1686
Cttnbp2nl	0.0	0.22563000000000002	0.0	0.0	0.0	0.0
Ctu1	0.0	0.0	0.0	0.0	0.0	0.0
Ctu2	0.0	0.0	0.0	0.0	0.0	0.0
Ctxn1	0.0	0.32245	0.0	0.0	0.0	0.0
Ctxn2	0.0	19.2248	0.0	0.0	0.0	0.0
Ctxn3	0.0	0.0	0.0	0.0	0.0	0.0
Cubn	0.0	0.0	0.0	0.0	0.0	0.0
Cuedc1	0.0	0.0	0.0	0.0	0.0	0.0
Cuedc2	463.19399999999996	186.7585	616.1419999999999	295.9838	142.130276	424.84950000000003
Cul1	308.60920999999996	75.31909999999999	0.0	0.0	73.4906	81.77373
Cul2	159.82962000000003	0.0	0.0	24.5552	4.18994	0.0
Cul3	0.0	1.9557400000000003	538.564	23.716851000000002	51.0493203	0.0
Cul4a	258.1716227	97.16325	30.8518	86.21221162229999	0.0	7.4929
Cul4b	0.0	10.185084	0.0	4.110530000000001	13.244114399999999	0.0
Cul5	0.23813299999999998	37.372513322	0.0464148	0.0458514	37.743812	189.9481
Cul7	0.0	0.0	0.0	0.0	0.0	0.0
Cul9	0.0	5.838304	9.54598	0.876632	14.1969	0.339907
Cuta	0.0	92.0149	73.0045	608.449	42.3049	517.7746
Cutal	0.0	0.0	0.0	0.0	0.0	0.0
Cutc	0.0	0.760857	0.0	0.0	0.0	0.0
Cux1	4.86552	47.279071900000005	0.14591800000000002	0.478361	0.144872	0.0
Cux2	68.91322000000001	1.3943	3.54041	20.989558	6.6305570000000005	0.368189
Cuzd1	0.0	0.0	0.0	0.0	0.0	0.0
Cwc15	519.092	141.2695	0.0	41.0459	521.567	0.0
Cwc22	0.0	0.0	0.0	20.447989999999997	0.0	0.0
Cwc25	0.0	0.0	0.188472	0.0	2.64772	0.0
Cwc27	0.0	69.1522	0.0	134.27200000000002	0.0	0.0
Cwf19l1	0.0	0.0	0.0	8.92538	0.0	0.0
Cwf19l2	0.0	2.9492259	15.053451999999998	0.0	0.0485461	0.0
Cwh43	0.0	0.0	0.0	0.0	0.0	0.0
Cx3cl1	5.70584	103.325	552.8969999999999	74.1095	426.86300000000006	238.304
Cx3cr1	0.095637	3.42446	0.09174860000000001	18.70024	0.0	0.0
Cxadr	0.0	0.0	0.28878400000000004	0.459255	0.0	0.0
Cxcl1	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl10	0.0	0.0	0.0	4.51818	0.0	0.0
Cxcl11	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl12	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl13	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl14	0.0	17.0872	0.0	0.0	0.0	0.0
Cxcl15	0.0	0.0	0.0	0.0	3.31711	0.0
Cxcl16	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl17	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl2	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl3	0.0	0.0	0.0	0.0	0.0590707	0.0
Cxcl5	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl9	0.0	0.367502	0.0362332	0.0	0.0	0.0
Cxcr1	0.0	0.0	0.0	0.0	0.0	0.0
Cxcr2	1.34565	8.172410000000001	0.401877	0.0	3.5587400000000002	1.40645
Cxcr3	0.0	0.0	0.0	0.0	0.0	0.0
Cxcr4	0.0	0.0	0.0	0.0	0.0	0.0
Cxcr5	0.0	0.0	0.0	0.0	0.0	0.0
Cxcr6	0.0	0.0	0.0	0.0	0.0	0.0
Cxxc1	0.0	0.0	58.9072	0.0	0.0	0.0
Cxxc4	0.0	106.27806899999999	0.0	31.982613	0.0	0.0
Cxxc5	4.56621	1.4859	0.0	25.7115	0.0	1.13831
Cyb561	0.0	10.1913	0.0	220.48283999999998	238.840659	0.0
Cyb561a3	0.0	0.0	0.22347199999999998	0.0	0.0	1.7506700000000002
Cyb561d1	0.20753000000000002	0.038901	0.0	0.0400252	123.23646	0.139808
Cyb561d2	395.5031	0.0	0.0	0.0	0.0	0.0
Cyb5a	0.0	353.38600016303496	0.0	0.0	0.0	0.0
Cyb5b	218.435	0.0	406.783	0.0	4.21385	84.9735
Cyb5d1	0.0	0.0	1469.298	210.9095	0.433346	0.0
Cyb5d2	0.0	4.6312097	0.0	32.5147	0.0	0.0
Cyb5r1	0.0	0.0	0.0	2.6793	0.0	198.808
Cyb5r2	0.0	0.0	0.0	0.0	0.0	0.0
Cyb5r3	0.281202	1.80417	1.24704	184.0339269	0.0	0.0
Cyb5r4	1.8039	88.05794999999999	0.151873	77.520925	0.0	0.564174
Cyb5rl	0.0	2.12513	0.0	0.0	0.0	0.36020100000000005
Cyba	0.0	50.119967	0.0	146.893	0.0	0.0
Cybb	0.0	0.0	0.0	0.0	0.0	0.0
Cybc1	0.0	98.2585	0.0	7.12298	0.0975977	0.0
Cybrd1	0.0	0.0	0.0	0.0	0.0	0.0
Cyc1	2.8483899999999998	1071.39156	1029.27019	1112.34841	639.9987	837.38
Cycs	56.0035	303.53523099999995	53.82772	317.88836000000003	214.78900000000002	148.253
Cycs-ps2	0.0	0.0	0.0	0.0	0.0	0.0
Cycs-ps3	0.0	1.32817	0.0	1.4121299999999999	1.83722	2.31461
Cyct	0.0	0.0	0.0	0.0	0.0	0.0
Cyfip1	0.0	28.1683	0.170628	0.0	43.9939	14.2262
Cyfip2	57.2895	29.9826	62.8809	63.221293868400004	178.202	124.51426000000001
Cygb	160.018	76.6343	69.0483	63.2419	30.730999999999998	0.33115300000000003
Cyhr1	0.0	9.100677012611701	27.3045001	47.242249	0.0	128.692124
Cylc1	0.0	0.0	0.0	0.0	0.0	0.0
Cylc2	0.0	0.0	0.0	0.0	0.0	0.0
Cyld	0.0	37.6006759898	0.0	0.0	0.284217	0.0595682
Cym	0.0	0.0	0.0	0.0	0.0	0.0
Cyp11a1	0.0	0.0471315	0.0	1.18174	0.0	0.0708635
Cyp11b1	0.0	1.1268799999999999	0.0	0.0	0.0	0.0
Cyp11b2	0.0	0.0	0.0	0.0	0.0	0.0
Cyp17a1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp19a1	0.0	0.0816553	0.0	0.365701	0.756896	0.0
Cyp1a1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp1a2	0.0	0.0	0.0	0.0	0.0	0.0
Cyp1b1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp20a1	0.0	0.297554	31.421999999999997	0.0	0.18525	0.0
Cyp21a1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp21a2-ps	0.0	0.0	0.0	0.0	0.0	0.0
Cyp24a1	0.0	10.1824	0.0	0.0	0.0	0.0
Cyp26a1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp26b1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp26c1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp27a1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp27b1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2a12	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2a21-ps	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2a22	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2a4	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2a5	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2ab1	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2b10	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2b13	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2b19	0.0	14.46959	0.0	0.0	0.0	0.0
Cyp2b23	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2b26-ps	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2b27-ps	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2b9	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2c23	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2c29	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2c37	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2c38	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2c39	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2c40	0.0	0.0	0.0	0.0	0.0	0.0
Cyp2c50	0.0	19.3312	0.0	0.0	0.0	0.0
