	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
GSM1475185	sscortex	6.98753	2.663514	38.118104680767026	9.976	15.243
GSM1475186	sscortex	2.176903	1.142312	52.47418006222602	7.853	11.267
GSM1475187	sscortex	3.02497	1.209386	39.980098976188195	7.9	11.417
GSM1475188	sscortex	1.111565	0.261848	23.55669708923905	3.963	4.961
GSM1475191	sscortex	2.026456	0.541072	26.70040701599245	8.733	13.17
GSM1475192	sscortex	2.74958	0.791094	28.771448730351544	5.884	7.674
GSM1475193	sscortex	0.907158	0.43468	47.91668044596421	5.283	6.998
GSM1475194	sscortex	1.654376	0.417819	25.255383298597174	5.606	7.392
GSM1475195	sscortex	1.956901	0.476663	24.358053882133028	5.128	6.539
GSM1475198	sscortex	3.181814	1.372815	43.1456709914533	7.782	11.138
GSM1475199	sscortex	1.865929	0.65575	35.14335218542614	6.181	8.273
GSM1475200	sscortex	2.629739	0.823264	31.305920473476647	6.501	8.833
GSM1475201	sscortex	2.862968	1.136083	39.68200133567682	8.532	12.649
GSM1475202	sscortex	1.17851	0.207099	17.57295228721012	5.561	7.304
GSM1475203	sscortex	2.761857	1.040571	37.676498095303266	6.167	8.187
GSM1475204	sscortex	1.632027	0.542541	33.24338384107616	4.896	6.361
GSM1475205	sscortex	2.989082	0.640595	21.43116180820734	7.235	10.064
GSM1475206	sscortex	1.605826	0.306998	19.117762447488083	4.062	5.121
GSM1475207	sscortex	1.96991	0.45301	22.996482072785053	5.224	6.72
GSM1475208	sscortex	1.979058	0.474362	23.9690802391845	6.071	8.121
GSM1475209	sscortex	2.033708	0.518337	25.487287260511348	5.754	7.647
GSM1475210	sscortex	1.729996	0.525831	30.394925768614495	5.625	7.428
GSM1475211	sscortex	0.691681	0.230088	33.265045591826286	5.6	7.592
GSM1475212	sscortex	2.453903	0.870614	35.47874549238499	8.262	12.252
GSM1475213	sscortex	3.251246	1.359361	41.8104628194852	7.723	11.228
GSM1475214	sscortex	2.995031	1.18168	39.454683440672234	7.36	10.528
GSM1475215	sscortex	2.26695	0.778903	34.35907276296346	6.242	8.554
GSM1475216	sscortex	1.399956	0.385632	27.546008588841364	4.006	5.039
GSM1475217	sscortex	0.810739	0.261751	32.285482750922306	5.64	7.668
GSM1475219	sscortex	1.656604	0.463534	27.98097795248593	4.751	6.13
GSM1475221	sscortex	3.251243	1.136548	34.95733785509111	6.615	9.173
GSM1475222	sscortex	3.021461	0.991594	32.81836171309178	6.983	9.636
GSM1475224	sscortex	1.643981	0.365076	22.206825991297954	5.704	7.553
GSM1475225	sscortex	1.85415	0.659841	35.58725022247391	7.413	10.585
GSM1475226	sscortex	2.02	0.845125	41.83787128712871	8.379	12.281
GSM1475227	sscortex	1.045806	0.263005	25.14854571497964	5.703	7.635
GSM1475228	sscortex	2.733534	1.00282	36.685843307601075	7.771	11.293
GSM1475229	sscortex	3.344503	0.824692	24.6581330619228	7.59	10.709
GSM1475230	sscortex	1.79904	0.40946	22.7599163998577	4.621	5.937
GSM1475231	sscortex	2.211636	0.660643	29.87123559211371	6.974	9.811
GSM1475232	sscortex	1.413076	0.285646	20.214482448219346	4.808	6.287
GSM1475233	sscortex	1.666395	0.427636	25.66234296190279	5.971	8.166
GSM1475234	sscortex	1.238197	0.512768	41.412473136342605	7.3	10.48
GSM1475235	sscortex	1.383641	0.429932	31.07251086083746	5.781	7.813
GSM1475236	sscortex	1.255229	0.380004	30.27367914539897	5.48	7.477
GSM1475237	sscortex	1.675358	0.265412	15.842106582593093	5.291	6.899
GSM1475238	sscortex	1.617412	0.617161	38.15731551391976	6.791	9.57
GSM1475239	sscortex	0.970826	0.223274	22.99835397898285	5.759	7.694
GSM1475240	sscortex	1.494265	0.504069	33.73357470060531	6.691	9.401
GSM1475241	sscortex	0.694096	0.251789	36.2758177543164	5.872	8.105
GSM1475242	sscortex	1.410599	0.208436	14.776417677880108	4.208	5.368
GSM1475243	sscortex	1.844291	0.503696	27.311091362480216	5.77	7.731
GSM1475244	sscortex	1.520347	0.507149	33.35745063462486	6.959	9.884
GSM1475245	sscortex	1.376762	0.417226	30.304874771383865	6.483	9.097
GSM1475246	sscortex	1.384123	0.413688	29.88809520541166	5.008	6.565
GSM1475247	sscortex	2.004103	0.537035	26.796776413188343	7.093	9.931
GSM1475248	sscortex	1.319762	0.309811	23.474762873912113	4.066	5.131
GSM1475249	sscortex	1.458476	0.468134	32.09747709252672	5.894	8.038
GSM1475250	sscortex	1.586939	0.267115	16.83208995430826	5.634	7.536
GSM1475251	sscortex	0.78724	0.346124	43.96676998120014	7.034	10.314
GSM1475252	sscortex	1.707215	0.317411	18.592327269851776	5.476	7.28
GSM1475253	sscortex	1.277678	0.343115	26.854575252919748	4.535	5.742
GSM1475254	sscortex	2.280082	0.674375	29.576787150637564	7.048	10.058
GSM1475255	sscortex	1.498616	0.43964	29.33640105270463	6.566	9.095
GSM1475257	sscortex	1.197282	0.355083	29.657424065508376	6.049	8.35
GSM1475258	sscortex	1.354712	0.362687	26.772258605519106	7.028	10.038
GSM1475259	sscortex	1.709622	0.454816	26.603307631745498	6.433	8.852
GSM1475260	sscortex	2.18088	0.804227	36.87626095887898	7.706	10.922
GSM1475261	sscortex	1.477103	0.421465	28.533216708652	4.919	6.342
GSM1475262	sscortex	1.355707	0.404293	29.821561738635268	7.012	9.966
GSM1475263	sscortex	0.961662	0.313133	32.56164847940337	4.924	6.408
GSM1475265	sscortex	1.498236	0.369019	24.63023181928615	5.266	6.965
GSM1475266	sscortex	3.964336	0.968265	24.424392886980318	6.698	9.337
GSM1475267	sscortex	1.908164	0.506512	26.544468924054744	6.717	9.349
GSM1475268	sscortex	3.585403	0.834603	23.277801686449195	6.653	9.164
GSM1475269	sscortex	1.724252	0.456673	26.485281733760495	6.486	8.826
GSM1475271	sscortex	4.241127	1.343271	31.672501200742165	8.46	12.528
GSM1475272	sscortex	4.779757	1.058818	22.15213032796437	6.954	9.517
GSM1475273	sscortex	3.594272	1.143921	31.826222389401803	7.925	11.546
GSM1475274	sscortex	2.703075	0.629168	23.276009729659737	6.192	8.421
GSM1475275	sscortex	3.21766	0.865655	26.90324645860656	7.824	11.038
GSM1475276	sscortex	1.527858	0.376423	24.63730268127012	5.572	7.472
GSM1475277	sscortex	3.452164	0.694664	20.12256659880585	6.987	9.65
GSM1475278	sscortex	3.859749	0.927257	24.023764239591745	7.398	10.528
GSM1475279	sscortex	2.931139	0.728165	24.842390620165062	6.741	9.302
GSM1475280	sscortex	1.461575	0.508828	34.81367702649539	6.808	9.486
GSM1475281	sscortex	2.651233	1.022815	38.57884237258664	8.499	12.7
GSM1475282	sscortex	0.874215	0.293021	33.51818488586903	7.027	10.063
GSM1475283	sscortex	2.826749	0.963199	34.07444382221414	8.403	12.43
GSM1475284	sscortex	4.845053	1.469921	30.338594851284395	8.002	11.589
GSM1475285	sscortex	3.489448	0.584036	16.737203133561525	5.279	6.774
GSM1475286	sscortex	5.319437	1.758229	33.05291518632517	8.457	12.566
GSM1475287	sscortex	4.410323	1.288738	29.220943681449178	8.021	11.463
GSM1475288	sscortex	3.846015	1.209463	31.44717324295407	7.242	10.302
GSM1475289	sscortex	2.652582	0.547722	20.648635932838268	4.021	5.045
GSM1475290	sscortex	1.507093	0.380187	25.226512232489966	4.166	5.283
GSM1475291	sscortex	3.773511	1.32073	35.00003047559686	7.988	11.54
GSM1475292	sscortex	4.147904	1.268156	30.57341732113376	7.952	11.614
GSM1475293	sscortex	2.723514	0.575811	21.14220819132929	5.328	6.968
GSM1475294	sscortex	2.451901	0.770998	31.44490744120582	6.339	8.812
GSM1475295	sscortex	7.345706	1.94544	26.48404387542872	9.21	13.87
GSM1475296	sscortex	3.059242	0.821145	26.841452882772927	7.705	11.317
GSM1475297	sscortex	6.599999	1.720874	26.073852435432187	8.292	12.105
GSM1475298	sscortex	3.108277	0.826702	26.596793014264815	7.261	10.404
GSM1475299	sscortex	1.736502	0.387267	22.301557959622272	3.91	4.907
GSM1475300	sscortex	5.698123	1.425551	25.01790501889833	7.185	9.996
GSM1475301	sscortex	6.773225	1.664058	24.56817837883726	8.851	13.354
GSM1475302	sscortex	4.081907	1.007573	24.68387937304794	8.913	13.432
GSM1475303	sscortex	1.708405	0.325382	19.045952218589854	4.825	6.225
GSM1475304	sscortex	2.390206	0.657026	27.48825833421889	5.817	7.89
GSM1475305	sscortex	4.977577	1.141657	22.935998780129367	7.475	10.623
GSM1475306	sscortex	2.929541	0.825337	28.172911729175322	8.288	12.465
GSM1475307	sscortex	2.017574	0.541769	26.852497107912765	6.449	8.954
GSM1475309	sscortex	3.321829	0.776566	23.377663329448925	7.801	11.158
GSM1475310	sscortex	2.301012	0.44167	19.194597855204577	6.903	9.795
GSM1475311	sscortex	4.057715	1.174617	28.94774522114047	7.284	10.419
GSM1475312	sscortex	2.094499	0.547621	26.14567970669836	7.132	10.27
GSM1475313	sscortex	2.115224	0.319414	15.10071746538428	4.767	6.175
GSM1475314	sscortex	2.283121	0.309585	13.559728109022693	6.789	9.792
GSM1475315	sscortex	8.52937	2.056312	24.108603566265742	7.383	10.205
GSM1475316	sscortex	4.718813	1.333158	28.251977774919247	7.504	10.476
GSM1475317	sscortex	3.292628	0.87695	26.633740586546672	5.761	7.538
GSM1475318	sscortex	3.57597	0.737741	20.63051423809484	5.381	6.79
GSM1475319	sscortex	3.1581	0.917094	29.039422437541557	7.744	11.038
GSM1475321	sscortex	2.733509	1.058346	38.71748730295016	5.641	7.409
GSM1475322	sscortex	1.156819	0.475578	41.11083929292309	4.991	6.431
GSM1475323	sscortex	14.302782	5.519473	38.59020573759706	11.048	17.503
GSM1475324	sscortex	3.738077	1.488958	39.83219179273193	6.49	8.874
GSM1475325	sscortex	6.615722	2.085157	31.518207687687	8.51	12.133
GSM1475326	sscortex	7.438409	2.523819	33.929554021565636	8.197	11.717
GSM1475327	sscortex	1.691592	0.604481	35.734444239509294	7.633	11.189
GSM1475328	sscortex	2.233177	0.561874	25.160298534330238	4.354	5.34
GSM1475330	sscortex	4.728458	1.905079	40.28964622293357	8.214	12.04
GSM1475331	sscortex	3.44051	0.830831	24.148483800366805	5.807	7.571
GSM1475332	sscortex	6.754352	2.307694	34.166031027106676	8.493	12.179
GSM1475333	sscortex	4.497953	1.635319	36.356960599632764	8.11	11.519
GSM1475334	sscortex	2.727191	0.58009	21.270604075768805	4.495	5.693
GSM1475336	sscortex	6.104307	2.654522	43.486050095448995	7.662	10.871
GSM1475338	sscortex	3.410815	0.82482	24.182490108669043	5.301	6.828
GSM1475339	sscortex	4.937227	1.164766	23.591501869369182	5.337	6.848
GSM1475340	sscortex	3.520343	0.628099	17.84198301131452	4.088	4.978
GSM1475341	sscortex	5.427403	1.679251	30.940230530144895	7.883	11.192
GSM1475342	sscortex	3.641471	1.101821	30.257579972489136	5.455	7.028
GSM1475343	sscortex	2.367263	0.590576	24.947629393100808	5.578	7.297
GSM1475344	sscortex	3.393478	0.729805	21.506106714114548	6.506	8.775
GSM1475346	sscortex	4.586005	1.830849	39.92252516078809	8.155	11.313
GSM1475347	sscortex	2.508778	0.545684	21.750987931176052	4.391	5.463
GSM1475348	sscortex	3.048162	0.801638	26.29906153281879	3.767	4.517
GSM1475349	sscortex	4.212603	1.015554	24.107517371088615	6.999	9.445
GSM1475350	sscortex	2.497786	0.73562	29.45088170083426	5.835	7.625
GSM1475351	sscortex	2.814842	0.738684	26.242467605641806	4.821	6.131
GSM1475352	sscortex	2.848193	0.391595	13.748892718997624	5.125	6.383
GSM1475353	sscortex	1.702907	0.63785	37.45653755607323	6.686	9.216
GSM1475354	sscortex	1.887549	0.306619	16.24429352562503	3.776	4.618
GSM1475355	sscortex	3.253944	0.932017	28.64268715134618	6.433	8.736
GSM1475356	sscortex	3.675158	0.884256	24.060353323584998	5.595	7.276
GSM1475357	sscortex	4.237341	1.097107	25.891402178866418	6.872	9.321
GSM1475358	sscortex	5.865543	1.444852	24.632877126636018	6.304	8.365
GSM1475359	sscortex	4.133203	1.158214	28.02219005454124	6.796	9.175
GSM1475360	sscortex	2.895484	1.023968	35.36431214954045	7.478	10.546
GSM1475361	sscortex	3.684353	1.167061	31.676145038219733	8.685	12.793
GSM1475362	sscortex	2.353935	0.636642	27.04586150424715	6.425	8.684
GSM1475364	sscortex	2.945515	0.379997	12.900867929716874	6.227	8.249
GSM1475365	sscortex	3.197151	0.788756	24.67058953424471	6.653	8.889
GSM1475366	sscortex	2.439057	0.564872	23.15944235825567	5.699	7.434
GSM1475367	sscortex	1.666476	0.315467	18.93018561323415	4.216	5.183
GSM1475368	sscortex	3.547739	0.956466	26.95987500771618	7.364	10.104
GSM1475369	sscortex	3.133857	0.631154	20.139846840490808	4.637	5.815
GSM1475370	sscortex	2.475745	0.468477	18.922667722241187	3.87	4.771
GSM1475371	sscortex	3.126037	0.809244	25.887217585716353	4.205	5.338
GSM1475372	sscortex	2.274159	0.606451	26.667044828439874	8.162	11.582
GSM1475373	sscortex	2.228951	0.650987	29.205980750586264	4.508	5.696
GSM1475375	sscortex	1.890272	0.600468	31.76622200402905	4.656	5.977
GSM1475377	sscortex	1.356268	0.355571	26.21686864248069	4.115	5.155
GSM1475378	sscortex	1.813778	0.545995	30.102636596099412	5.623	7.413
GSM1475379	sscortex	0.950472	0.334673	35.211242414295214	4.423	5.63
GSM1475381	sscortex	1.964732	0.667334	33.96565027698434	4.994	6.403
GSM1475382	sscortex	1.474694	0.324017	21.971812457364038	3.815	4.716
GSM1475383	sscortex	2.688033	0.847322	31.522008844385468	6.644	9.101
GSM1475384	sscortex	2.763236	0.669004	24.21088897220505	5.091	6.458
GSM1475386	sscortex	2.206489	0.583513	26.445316518686475	5.671	7.404
GSM1475388	sscortex	1.585945	0.435044	27.43121608883032	4.419	5.59
GSM1475389	sscortex	2.208954	0.993199	44.96241207376886	8.712	13.314
GSM1475390	sscortex	2.788333	0.846938	30.374349118272452	5.736	7.459
GSM1475391	sscortex	1.762662	0.592797	33.630781170751966	6.268	8.53
GSM1475393	sscortex	1.452744	0.41426	28.515691684150823	4.38	5.531
GSM1475394	sscortex	1.654562	0.364795	22.047828972259726	4.385	5.523
GSM1475395	sscortex	1.85546	0.581656	31.3483448848264	4.553	5.818
GSM1475400	sscortex	2.477892	0.570776	23.034740820019593	5.669	7.465
GSM1475401	sscortex	1.719121	0.434706	25.286527242701357	4.047	5.101
GSM1475403	sscortex	2.042194	0.740208	36.24572396158249	5.548	7.314
GSM1475404	sscortex	1.891853	0.401147	21.20392017773051	4.877	6.283
GSM1475405	sscortex	2.502962	0.482287	19.26865050288418	4.24	5.265
GSM1475406	sscortex	4.249051	1.8666	43.929809267998905	9.074	13.852
GSM1475408	sscortex	2.0979	0.52115	24.841508174841508	4.303	5.46
GSM1475409	sscortex	2.723872	0.652087	23.939707886420507	7.56	10.639
GSM1475410	sscortex	1.818331	0.670386	36.86820496378272	7.889	11.624
GSM1475411	sscortex	4.309467	1.54967	35.95966740202443	7.711	11.021
GSM1475412	sscortex	3.959557	1.301961	32.88148143845384	8.948	13.542
GSM1475413	sscortex	1.058929	0.269532	25.453264572034573	4.244	5.391
GSM1475414	sscortex	1.392133	0.290381	20.858711057061356	4.095	5.05
GSM1475415	sscortex	2.081687	0.957043	45.974394805751295	8.491	13.047
GSM1475416	sscortex	2.208838	0.842262	38.131451921779686	7.905	11.605
GSM1475417	sscortex	1.637136	0.608822	37.18823604147731	6.958	10.006
GSM1475418	sscortex	1.126728	0.426257	37.831402077520046	8.325	12.623
GSM1475419	sscortex	2.900176	0.955376	32.942000761333105	5.766	7.924
GSM1475420	sscortex	2.250372	0.385499	17.130456653388862	5.771	7.664
GSM1475421	sscortex	3.465243	1.084657	31.301037185559565	5.424	7.095
GSM1475422	sscortex	1.675932	0.56347	33.621292510674664	5.226	7.097
GSM1475424	sscortex	1.779756	0.637997	35.84744200890459	5.446	7.161
GSM1475425	sscortex	0.865962	0.311974	36.02629214676856	5.77	7.839
GSM1475426	sscortex	2.129139	0.575042	27.00819439219328	4.91	6.284
GSM1475427	sscortex	3.492769	1.107973	31.72190889234301	7.333	10.208
GSM1475428	sscortex	1.988413	0.414841	20.86291932309837	4.19	5.177
GSM1475429	sscortex	1.377266	0.509222	36.9733951175735	6.744	9.539
GSM1475430	sscortex	1.560853	0.348325	22.316323189948058	4.453	5.712
GSM1475431	sscortex	3.185936	0.425537	13.356734096353474	5.054	6.54
GSM1475432	sscortex	3.59468	0.992425	27.60815983620239	5.56	7.278
GSM1475433	sscortex	0.676081	0.204711	30.27906419497072	3.804	4.804
GSM1475434	sscortex	3.18646	0.679123	21.312773422544144	5.977	7.965
GSM1475435	sscortex	1.23128	0.333892	27.11747124943149	4.277	5.38
GSM1475436	sscortex	1.29768	0.503246	38.7804389371802	6.856	9.646
GSM1475438	sscortex	0.691471	0.268488	38.82852643133263	6.832	9.649
GSM1475439	sscortex	1.770606	0.713382	40.290273499581495	5.732	7.521
GSM1475440	sscortex	1.753087	0.488195	27.847733740538832	4.847	6.281
GSM1475441	sscortex	1.900314	0.576812	30.353509998873868	5.909	7.934
GSM1475442	sscortex	1.637955	0.516891	31.5570940593606	4.922	6.348
GSM1475444	sscortex	1.03485	0.392445	37.922887374981876	6.257	8.624
GSM1475445	sscortex	2.081272	0.859396	41.29186382173979	8.881	13.304
GSM1475448	sscortex	2.16181	0.796463	36.84241445825489	6.51	9.078
GSM1475449	sscortex	1.47581	0.56862	38.52934998407654	5.336	7.177
GSM1475450	sscortex	2.181179	0.667663	30.61018834309334	6.231	8.367
GSM1475451	sscortex	2.444859	0.768053	31.415022297809404	6.364	8.65
GSM1475452	sscortex	2.231303	0.808449	36.23214776298871	7.047	9.88
GSM1475455	sscortex	2.049608	0.759367	37.04937724677109	6.715	9.317
GSM1475456	sscortex	1.620473	0.579573	35.76566841903567	6.803	9.451
GSM1475457	sscortex	2.189777	0.444043	20.278000910595008	5.616	7.517
GSM1475458	sscortex	1.465457	0.426712	29.118015745258987	4.979	6.593
GSM1475459	sscortex	0.838979	0.219422	26.153455569209715	4.228	5.473
GSM1475460	sscortex	2.269236	0.774271	34.120338298881215	6.998	9.583
GSM1475461	sscortex	2.007562	0.563883	28.087949463080093	5.186	6.747
GSM1475462	sscortex	2.431174	0.955611	39.30656547001572	9.237	14.061
GSM1475463	sscortex	1.443113	0.378137	26.20286838244822	5.114	6.641
GSM1475464	sscortex	1.85256	0.582363	31.43558103381267	5.567	7.445
GSM1475465	sscortex	2.13022	0.756547	35.514970284759315	7.153	10.072
GSM1475466	sscortex	2.055644	0.41746	20.30799107238413	4.12	5.13
GSM1475468	sscortex	2.272986	1.016857	44.73661518372748	8.197	12.036
GSM1475469	sscortex	1.86076	0.662249	35.5902426965326	9.335	14.063
GSM1475470	sscortex	2.628011	1.014419	38.60025700044635	7.368	10.606
GSM1475471	sscortex	2.467559	0.907426	36.77423721175461	6.158	8.353
GSM1475472	sscortex	2.469924	0.887066	35.914708306814305	7.364	10.243
GSM1475473	sscortex	1.7781	0.628584	35.35144255103763	5.551	7.436
GSM1475474	sscortex	2.739111	0.874705	31.933901181806796	7.344	10.385
GSM1475475	sscortex	1.649806	0.393888	23.874807098531583	6.505	8.905
GSM1475476	sscortex	2.979358	0.759895	25.505326986552134	7.196	9.907
GSM1475477	sscortex	1.343438	0.419225	31.20538498985439	4.664	5.925
GSM1475479	sscortex	2.319664	0.449601	19.38216051979942	5.982	7.869
GSM1475480	sscortex	1.514607	0.427305	28.21226892520634	5.524	7.342
GSM1475481	sscortex	1.535408	0.494034	32.176073069828995	7.599	10.883
GSM1475484	sscortex	1.457746	0.35506	24.356780948121276	4.514	5.62
GSM1475486	sscortex	2.42844	0.70953	29.2175223600336	4.615	5.859
GSM1475491	sscortex	1.656764	0.606364	36.59929839132188	4.727	6.051
GSM1475493	sscortex	1.205848	0.5664	46.97109420092748	6.801	9.391
GSM1475497	sscortex	1.722346	0.538418	31.260733905963146	4.694	5.989
GSM1475498	sscortex	3.955605	1.21842	30.802367779391528	6.108	8.188
GSM1475499	sscortex	2.387791	0.792504	33.18983947925091	4.771	6.047
GSM1475500	sscortex	0.977963	0.281436	28.777775846325476	3.941	4.898
GSM1475501	sscortex	1.433402	0.405997	28.32401517508696	4.666	5.909
GSM1475502	sscortex	1.856187	0.740585	39.89818913719361	5.057	6.68
GSM1475503	sscortex	2.203764	0.622898	28.26518629036503	5.055	6.417
GSM1475504	sscortex	2.347527	0.450542	19.19219672446792	4.624	5.789
GSM1475505	sscortex	0.922614	0.295906	32.07256772604794	4.296	5.455
GSM1475506	sscortex	1.938232	0.614106	31.683823195572046	5.173	6.719
GSM1475507	sscortex	2.582808	0.570706	22.096338558653994	5.102	6.482
GSM1475509	sscortex	3.907342	1.187277	30.385796789735835	6.678	9.149
GSM1475511	sscortex	1.779585	0.617662	34.708204440923026	4.594	5.907
GSM1475512	sscortex	1.873096	0.542169	28.94507275654852	5.273	6.702
GSM1475513	sscortex	3.773329	1.167972	30.953357101911866	6.23	8.234
GSM1475514	sscortex	3.34273	0.818441	24.484209014787314	5.569	7.219
GSM1475516	ca1hippocampus	1.533352	0.347665	22.673528322263902	7.75	11.187
GSM1475517	ca1hippocampus	1.157362	0.302842	26.1665753670848	8.296	12.46
GSM1475518	ca1hippocampus	1.402833	0.34029	24.257342107007744	6.583	9.134
GSM1475519	ca1hippocampus	1.280023	0.268547	20.979857393187466	7.833	11.36
GSM1475520	ca1hippocampus	1.018342	0.358898	35.24336617757099	8.617	13.247
GSM1475521	ca1hippocampus	1.597128	0.499267	31.26029973802976	8.889	13.647
GSM1475522	ca1hippocampus	1.041769	0.236903	22.740453977801224	7.663	10.772
GSM1475523	ca1hippocampus	1.26335	0.292218	23.130407250563977	8.411	12.333
GSM1475525	ca1hippocampus	1.664725	0.373748	22.4510354563066	8.727	12.998
GSM1475526	ca1hippocampus	1.421466	0.551859	38.82322897628224	7.98	11.891
GSM1475527	ca1hippocampus	1.209933	0.433113	35.79644492711581	8.468	12.902
GSM1475528	ca1hippocampus	1.8441	0.383157	20.77745241581259	8.05	11.642
GSM1475529	ca1hippocampus	1.920339	0.741117	38.59302966819921	8.738	13.476
GSM1475530	ca1hippocampus	1.715363	0.411701	24.00080915817818	8.08	11.7
GSM1475531	ca1hippocampus	1.563559	0.352665	22.555272938213395	9.725	15.087
GSM1475532	ca1hippocampus	1.221691	0.271498	22.22313170842709	7.418	10.685
GSM1475533	ca1hippocampus	1.570342	0.337182	21.471883194870927	7.7	10.94
GSM1475534	ca1hippocampus	1.197094	0.247822	20.70196659577276	8.045	11.73
GSM1475535	ca1hippocampus	1.667992	0.375958	22.53955654463571	7.866	11.346
GSM1475536	ca1hippocampus	1.366975	0.389674	28.506300407834818	7.377	10.587
GSM1475537	ca1hippocampus	1.411654	0.457913	32.43804785025226	8.664	12.915
GSM1475538	ca1hippocampus	1.543047	0.251843	16.321148999349987	8.6	12.898
GSM1475539	ca1hippocampus	1.581668	0.472255	29.85803594686116	6.498	8.858
GSM1475540	ca1hippocampus	1.769319	0.430346	24.322691385781763	8.206	12.071
GSM1475541	ca1hippocampus	1.285639	0.313198	24.361270932197918	6.871	9.585
GSM1475542	ca1hippocampus	1.034578	0.191422	18.502423210236447	7.477	10.73
GSM1475543	ca1hippocampus	1.475137	0.315221	21.368930478999577	6.822	9.565
GSM1475544	ca1hippocampus	1.308117	0.474667	36.286280202764736	8.726	13.514
GSM1475545	ca1hippocampus	1.776345	0.339568	19.116106386991262	10.148	16.07
GSM1475546	ca1hippocampus	1.867073	0.33143	17.751314490649268	7.292	10.311
GSM1475547	ca1hippocampus	1.782168	0.717912	40.283070956273484	8.732	13.644
GSM1475548	ca1hippocampus	1.676483	0.36913	22.018117690426926	9.408	14.429
GSM1475549	ca1hippocampus	0.935015	0.28197	30.156735453441925	8.25	12.441
GSM1475550	ca1hippocampus	1.399069	0.284603	20.342313352665236	8.19	12.022
GSM1475551	ca1hippocampus	1.59286	0.361476	22.693519832251425	8.552	12.524
GSM1475552	ca1hippocampus	1.280281	0.39468	30.827607376818055	9.482	15.063
GSM1475553	ca1hippocampus	1.046374	0.22687	21.681540252338074	8.236	12.134
GSM1475554	ca1hippocampus	0.954465	0.240699	25.218211249233864	8.299	12.072
GSM1475556	ca1hippocampus	1.96221	0.442234	22.53754694961294	8.937	13.461
GSM1475557	ca1hippocampus	0.842007	0.2301	27.327563785099173	9.183	14.363
GSM1475558	ca1hippocampus	1.344928	0.269884	20.06679911489686	7.849	11.292
GSM1475559	ca1hippocampus	1.271128	0.306005	24.073500072376664	8.874	13.314
GSM1475560	ca1hippocampus	1.101086	0.378339	34.36053132997785	7.796	11.676
GSM1475561	ca1hippocampus	1.337933	0.284273	21.24717754924948	7.865	11.347
GSM1475562	ca1hippocampus	1.530191	0.347589	22.71539958083664	9.374	14.4
GSM1475563	ca1hippocampus	2.434315	0.832627	34.20374930935397	7.935	11.852
GSM1475564	ca1hippocampus	1.153215	0.472773	40.996084858417554	9.382	15.351
GSM1475565	ca1hippocampus	1.27258	0.486686	38.24403966744723	8.079	12.106
GSM1475566	ca1hippocampus	1.789924	0.577959	32.2895832448752	7.765	11.314
GSM1475567	ca1hippocampus	1.497004	0.619535	41.38499295927065	8.717	13.697
GSM1475568	ca1hippocampus	1.745979	0.695891	39.856779491620465	9.9	16.456
GSM1475569	ca1hippocampus	0.977175	0.4281	43.809962391587995	8.05	12.167
GSM1475570	ca1hippocampus	2.050068	0.829174	40.44617056604952	8.683	13.409
GSM1475571	ca1hippocampus	1.365852	0.564363	41.31948410223069	8.656	13.512
GSM1475572	ca1hippocampus	1.119442	0.408094	36.455126750648986	6.274	8.799
GSM1475573	ca1hippocampus	1.100242	0.306492	27.856780599177274	6.248	8.587
GSM1475574	ca1hippocampus	1.46013	0.532588	36.47538232897071	9.423	15.16
GSM1475575	ca1hippocampus	2.13772	0.862015	40.32403682428007	7.487	10.887
GSM1475576	ca1hippocampus	2.332403	0.852773	36.561992074268474	9.345	14.987
GSM1475577	ca1hippocampus	1.67387	0.655402	39.15489255437997	8.502	13.158
GSM1475578	ca1hippocampus	2.013801	0.742565	36.87380232704225	8.055	12.018
GSM1475579	ca1hippocampus	1.8062	0.672527	37.2343594286347	9.0	14.146
GSM1475580	ca1hippocampus	1.409073	0.571792	40.57930284662327	8.296	12.62
GSM1475581	ca1hippocampus	1.084004	0.442981	40.865255109759744	6.805	9.828
GSM1475582	ca1hippocampus	1.663159	0.631169	37.9500095901835	7.461	10.963
GSM1475583	ca1hippocampus	2.246053	0.82481	36.72264189669612	10.946	18.643
GSM1475584	ca1hippocampus	1.561631	0.555917	35.59848645422638	5.915	8.264
GSM1475585	ca1hippocampus	1.966136	0.698214	35.51198899770921	7.671	11.435
GSM1475586	ca1hippocampus	0.677011	0.213316	31.50849838481206	6.789	9.749
GSM1475587	ca1hippocampus	1.606357	0.639664	39.82078703550954	7.305	10.745
GSM1475588	ca1hippocampus	1.712459	0.655527	38.27986538655816	8.753	13.686
GSM1475589	ca1hippocampus	1.881609	0.752294	39.981420156897634	8.28	12.757
GSM1475590	ca1hippocampus	1.387362	0.420839	30.333755717685797	5.63	7.761
GSM1475591	ca1hippocampus	2.139898	0.691399	32.30990449077479	7.504	10.918
GSM1475592	ca1hippocampus	2.171712	0.614205	28.28206502519671	7.662	11.128
GSM1475593	ca1hippocampus	1.258304	0.365135	29.01802744010986	6.483	9.217
GSM1475594	ca1hippocampus	1.297858	0.428435	33.01093031749237	8.604	13.092
GSM1475595	ca1hippocampus	1.172128	0.43785	37.355135275328294	6.042	8.265
GSM1475596	ca1hippocampus	1.463309	0.625681	42.75795474503335	7.467	10.957
