Run,Age,Assay Type,AvgSpotLen,BioProject,BioSample,cell/tissue_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sample_type,source_name,SRA Study,replicate
SRR3083048,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383385,Subiculum regular firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514868,GSM2026678,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,614,201,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233582,GSM2026678,single cell,Subiculum regular-spiking pyramidal cell,SRP068021,
SRR3083049,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383386,Subiculum regular firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514869,GSM2026679,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,625,193,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233581,GSM2026679,single cell,Subiculum regular-spiking pyramidal cell,SRP068021,
SRR3083050,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383387,Subiculum regular firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514870,GSM2026680,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,534,171,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233580,GSM2026680,single cell,Subiculum regular-spiking pyramidal cell,SRP068021,
SRR3083051,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383388,Subiculum burst firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514871,GSM2026681,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,741,230,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233579,GSM2026681,single cell,Subiculum burst-spiking pyramidal cell,SRP068021,
SRR3083052,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383389,Subiculum burst firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514872,GSM2026682,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,870,269,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233578,GSM2026682,single cell,Subiculum burst-spiking pyramidal cell,SRP068021,
SRR3083053,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383390,Subiculum burst firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514873,GSM2026683,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,856,268,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233577,GSM2026683,single cell,Subiculum burst-spiking pyramidal cell,SRP068021,
SRR3083054,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383391,Subiculum burst firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514874,GSM2026684,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,372,115,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233576,GSM2026684,single cell,Subiculum burst-spiking pyramidal cell,SRP068021,
SRR3083055,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383392,Subiculum regular firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514875,GSM2026685,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,646,203,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233575,GSM2026685,single cell,Subiculum regular-spiking pyramidal cell,SRP068021,
SRR3083056,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383393,Subiculum burst firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514876,GSM2026686,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,521,163,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233574,GSM2026686,single cell,Subiculum burst-spiking pyramidal cell,SRP068021,
SRR3083057,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383394,Subiculum burst firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514877,GSM2026687,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,484,157,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233573,GSM2026687,single cell,Subiculum burst-spiking pyramidal cell,SRP068021,
SRR3083058,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383395,Subiculum burst firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514878,GSM2026688,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,426,134,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233572,GSM2026688,single cell,Subiculum burst-spiking pyramidal cell,SRP068021,
SRR3083059,post natal week 3-4,RNA-Seq,128,PRJNA307566,SAMN04383396,Subiculum regular firing pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514879,GSM2026689,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,449,143,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233571,GSM2026689,single cell,Subiculum regular-spiking pyramidal cell,SRP068021,
SRR3083060,post natal week 3-4,RNA-Seq,252,PRJNA307566,SAMN04383397,CA1 parvalbumin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514880,GSM2026690,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2538,1261,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233570,GSM2026690,single cell,CA1 fast-spiking interneuron,SRP068021,
SRR3083061,post natal week 3-4,RNA-Seq,251,PRJNA307566,SAMN04383398,CA1 pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514881,GSM2026691,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,4844,2360,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233569,GSM2026691,single cell,CA1 pyramidal cell,SRP068021,
SRR3083062,post natal week 3-4,RNA-Seq,252,PRJNA307566,SAMN04383399,CA1 parvalbumin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514882,GSM2026692,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,3334,1617,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233568,GSM2026692,single cell,CA1 fast-spiking interneuron,SRP068021,
SRR3083063,post natal week 3-4,RNA-Seq,245,PRJNA307566,SAMN04383400,CA1 pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514883,GSM2026693,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2431,1194,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233567,GSM2026693,single cell,CA1 pyramidal cell,SRP068021,
SRR3083064,post natal week 3-4,RNA-Seq,244,PRJNA307566,SAMN04383401,CA1 cholecystokinin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514884,GSM2026694,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,4894,2391,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233566,GSM2026694,single cell,CA1 regular-spiking interneuron,SRP068021,
SRR3083065,post natal week 3-4,RNA-Seq,248,PRJNA307566,SAMN04383402,CA1 pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514885,GSM2026695,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,6206,3007,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233565,GSM2026695,single cell,CA1 pyramidal cell,SRP068021,
SRR3083066,post natal week 3-4,RNA-Seq,253,PRJNA307566,SAMN04383403,CA1 cholecystokinin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514886,GSM2026696,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,4020,1948,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233564,GSM2026696,single cell,CA1 regular-spiking interneuron,SRP068021,
SRR3083067,post natal week 3-4,RNA-Seq,249,PRJNA307566,SAMN04383404,CA1 pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514887,GSM2026697,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,3806,1844,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233563,GSM2026697,single cell,CA1 pyramidal cell,SRP068021,
SRR3083068,post natal week 3-4,RNA-Seq,257,PRJNA307566,SAMN04383405,CA1 parvalbumin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514888,GSM2026698,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,3770,1822,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233562,GSM2026698,single cell,CA1 fast-spiking interneuron,SRP068021,
SRR3083069,post natal week 3-4,RNA-Seq,247,PRJNA307566,SAMN04383406,CA1 pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514889,GSM2026699,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,4669,2255,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233561,GSM2026699,single cell,CA1 pyramidal cell,SRP068021,
SRR3083070,post natal week 3-4,RNA-Seq,258,PRJNA307566,SAMN04383407,CA1 parvalbumin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514890,GSM2026700,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,4272,2058,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233560,GSM2026700,single cell,CA1 fast-spiking interneuron,SRP068021,
SRR3083071,post natal week 3-4,RNA-Seq,254,PRJNA307566,SAMN04383408,CA1 pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514891,GSM2026701,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,1940,945,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233559,GSM2026701,single cell,CA1 pyramidal cell,SRP068021,
SRR3083072,post natal week 3-4,RNA-Seq,258,PRJNA307566,SAMN04383409,CA1 parvalbumin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514892,GSM2026702,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2838,1381,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233558,GSM2026702,single cell,CA1 fast-spiking interneuron,SRP068021,
SRR3083073,post natal week 3-4,RNA-Seq,247,PRJNA307566,SAMN04383410,CA1 pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514893,GSM2026703,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,1680,814,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233557,GSM2026703,single cell,CA1 pyramidal cell,SRP068021,
SRR3083074,post natal week 3-4,RNA-Seq,256,PRJNA307566,SAMN04383411,CA1 cholecystokinin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514894,GSM2026704,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,3478,1674,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233556,GSM2026704,single cell,CA1 regular-spiking interneuron,SRP068021,
SRR3083075,post natal week 3-4,RNA-Seq,237,PRJNA307566,SAMN04383412,CA1 pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514895,GSM2026705,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,563,269,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233555,GSM2026705,single cell,CA1 pyramidal cell,SRP068021,
SRR3083077,post natal week 3-4,RNA-Seq,252,PRJNA307566,SAMN04383295,CA1 pyramidal cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514897,GSM2026707,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,3516,1715,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233553,GSM2026707,single cell,CA1 pyramidal cell,SRP068021,
SRR3083078,post natal week 3-4,RNA-Seq,256,PRJNA307566,SAMN04383296,CA1 cholecystokinin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514898,GSM2026708,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,885,428,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233552,GSM2026708,single cell,CA1 regular-spiking interneuron,SRP068021,
SRR3083079,post natal week 3-4,RNA-Seq,257,PRJNA307566,SAMN04383297,CA1 cholecystokinin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514899,GSM2026709,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2473,1216,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233551,GSM2026709,single cell,CA1 regular-spiking interneuron,SRP068021,
SRR3083080,post natal day 0,RNA-Seq,128,PRJNA307566,SAMN04383298,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514900,GSM2026710,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,461,163,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233550,GSM2026710,tissue,hippocampus,SRP068021,independent replicate 1
SRR3083081,post natal day 0,RNA-Seq,128,PRJNA307566,SAMN04383299,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514901,GSM2026711,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2203,765,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233549,GSM2026711,tissue,hippocampus,SRP068021,independent replicate 2
SRR3083082,post natal day 0,RNA-Seq,128,PRJNA307566,SAMN04383300,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514902,GSM2026712,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2586,905,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233548,GSM2026712,tissue,hippocampus,SRP068021,independent replicate 3
SRR3083083,post natal day 14,RNA-Seq,128,PRJNA307566,SAMN04383301,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514903,GSM2026713,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2942,1019,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233547,GSM2026713,tissue,hippocampus,SRP068021,independent replicate 1
SRR3083084,post natal day 14,RNA-Seq,128,PRJNA307566,SAMN04383302,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514904,GSM2026714,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,965,338,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233546,GSM2026714,tissue,hippocampus,SRP068021,independent replicate 2
SRR3083085,post natal day 14,RNA-Seq,128,PRJNA307566,SAMN04383303,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514905,GSM2026715,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2942,1014,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233545,GSM2026715,tissue,hippocampus,SRP068021,independent replicate 3
SRR3083086,post natal day 21,RNA-Seq,128,PRJNA307566,SAMN04383304,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514906,GSM2026716,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,3108,1067,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233544,GSM2026716,tissue,hippocampus,SRP068021,independent replicate 1
SRR3083087,post natal day 21,RNA-Seq,128,PRJNA307566,SAMN04383305,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514907,GSM2026717,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2874,1000,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233543,GSM2026717,tissue,hippocampus,SRP068021,independent replicate 2
SRR3083088,post natal day 21,RNA-Seq,128,PRJNA307566,SAMN04383306,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514908,GSM2026718,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,1551,540,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233542,GSM2026718,tissue,hippocampus,SRP068021,independent replicate 3
SRR3083089,post natal day 28,RNA-Seq,128,PRJNA307566,SAMN04383307,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514909,GSM2026719,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,1664,578,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233541,GSM2026719,tissue,hippocampus,SRP068021,independent replicate 1
SRR3083090,post natal day 28,RNA-Seq,128,PRJNA307566,SAMN04383308,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514910,GSM2026720,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,3045,1049,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233540,GSM2026720,tissue,hippocampus,SRP068021,independent replicate 2
SRR3083091,post natal day 28,RNA-Seq,128,PRJNA307566,SAMN04383309,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514911,GSM2026721,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,3269,1126,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233539,GSM2026721,tissue,hippocampus,SRP068021,independent replicate 3
SRR3083092,post natal day 7,RNA-Seq,128,PRJNA307566,SAMN04383310,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514912,GSM2026722,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,787,277,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233538,GSM2026722,tissue,hippocampus,SRP068021,independent replicate 1
SRR3083093,post natal day 7,RNA-Seq,128,PRJNA307566,SAMN04383311,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514913,GSM2026723,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,1040,365,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233537,GSM2026723,tissue,hippocampus,SRP068021,independent replicate 2
SRR3083094,post natal day 7,RNA-Seq,128,PRJNA307566,SAMN04383312,hippocampus,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514914,GSM2026724,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,2291,798,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233536,GSM2026724,tissue,hippocampus,SRP068021,independent replicate 3
SRR3083076,post natal week 3-4,RNA-Seq,256,PRJNA307566,SAMN04383294,CA1 cholecystokinin cell,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1514896,GSM2026706,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,1987,969,Mus musculus,ILLUMINA,2016-08-19T00:00:00Z,SRS1233554,GSM2026706,single cell,CA1 regular-spiking interneuron,SRP068021,
