Run,Assay Type,AvgSpotLen,BioProject,BioSample,cell_id,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,source_name,SRA Study,strain,tissue
SRR7770382,RNA-Seq,46,PRJNA488609,SAMN09937920,220,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625955,GSM3362260,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,18,15,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727487,GSM3362260,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770383,RNA-Seq,46,PRJNA488609,SAMN09937919,223,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625956,GSM3362261,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,20,17,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727489,GSM3362261,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770384,RNA-Seq,46,PRJNA488609,SAMN09937918,224,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625957,GSM3362262,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,15,13,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727490,GSM3362262,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770385,RNA-Seq,46,PRJNA488609,SAMN09937867,226,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625958,GSM3362263,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,22,18,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727491,GSM3362263,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770386,RNA-Seq,46,PRJNA488609,SAMN09937866,228,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625959,GSM3362264,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,30,25,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727493,GSM3362264,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770387,RNA-Seq,46,PRJNA488609,SAMN09937865,232,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625960,GSM3362265,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,30,25,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727494,GSM3362265,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770388,RNA-Seq,46,PRJNA488609,SAMN09937864,234,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625961,GSM3362266,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,31,25,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727492,GSM3362266,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770389,RNA-Seq,46,PRJNA488609,SAMN09937863,236,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625962,GSM3362267,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,10,9,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727495,GSM3362267,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770390,RNA-Seq,46,PRJNA488609,SAMN09937862,239,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625963,GSM3362268,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,13,11,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727496,GSM3362268,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770391,RNA-Seq,51,PRJNA488609,SAMN09937861,243,Th,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625964,GSM3362269,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,70,55,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727498,GSM3362269,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770392,RNA-Seq,51,PRJNA488609,SAMN09937860,255,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625965,GSM3362270,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,50,40,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727497,GSM3362270,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770393,RNA-Seq,51,PRJNA488609,SAMN09937859,263,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625966,GSM3362271,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,33,26,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727499,GSM3362271,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770394,RNA-Seq,51,PRJNA488609,SAMN09937858,244,Th,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625967,GSM3362272,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,52,41,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727500,GSM3362272,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770395,RNA-Seq,51,PRJNA488609,SAMN09937857,256,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625968,GSM3362273,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,69,56,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727501,GSM3362273,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770396,RNA-Seq,51,PRJNA488609,SAMN09937855,264,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625969,GSM3362274,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,56,44,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727502,GSM3362274,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770397,RNA-Seq,51,PRJNA488609,SAMN09937853,278,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625970,GSM3362275,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,24,19,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727503,GSM3362275,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770398,RNA-Seq,51,PRJNA488609,SAMN09937852,245,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625971,GSM3362276,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,83,65,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727504,GSM3362276,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770399,RNA-Seq,51,PRJNA488609,SAMN09937851,257,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625972,GSM3362277,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,30,24,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727505,GSM3362277,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770400,RNA-Seq,51,PRJNA488609,SAMN09937850,303,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625973,GSM3362278,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,35,28,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727506,GSM3362278,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770401,RNA-Seq,51,PRJNA488609,SAMN09937849,269,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625974,GSM3362279,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,34,27,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727507,GSM3362279,Pvcre_striatum,SRP159173,Pvcre,dorso-lateral striatum
SRR7770402,RNA-Seq,51,PRJNA488609,SAMN09937854,246,Th,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625975,GSM3362280,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,49,39,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727508,GSM3362280,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770403,RNA-Seq,51,PRJNA488609,SAMN09937848,258,Th,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625976,GSM3362281,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,57,45,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727509,GSM3362281,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770404,RNA-Seq,51,PRJNA488609,SAMN09937847,271,Cck+Vip,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625977,GSM3362282,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,49,39,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727510,GSM3362282,Pvcre_striatum,SRP159173,Pvcre,dorso-lateral striatum
SRR7770405,RNA-Seq,51,PRJNA488609,SAMN09937846,248,Th,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625978,GSM3362283,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,51,40,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727511,GSM3362283,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770406,RNA-Seq,51,PRJNA488609,SAMN09937845,259,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625979,GSM3362284,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,35,28,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727513,GSM3362284,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770407,RNA-Seq,51,PRJNA488609,SAMN09937844,273,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625980,GSM3362285,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,24,19,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727512,GSM3362285,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770408,RNA-Seq,51,PRJNA488609,SAMN09937843,281,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625981,GSM3362286,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,32,26,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727514,GSM3362286,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770409,RNA-Seq,51,PRJNA488609,SAMN09937842,304,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625982,GSM3362287,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,77,60,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727515,GSM3362287,Pvcre_striatum,SRP159173,Pvcre,dorso-lateral striatum
SRR7770410,RNA-Seq,51,PRJNA488609,SAMN09937841,249,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625983,GSM3362288,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,48,38,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727516,GSM3362288,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770411,RNA-Seq,51,PRJNA488609,SAMN09937840,260,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625984,GSM3362289,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,47,38,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727517,GSM3362289,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770412,RNA-Seq,51,PRJNA488609,SAMN09937839,282,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625985,GSM3362290,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,87,67,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727518,GSM3362290,Pvcre_striatum,SRP159173,Pvcre,dorso-lateral striatum
SRR7770413,RNA-Seq,51,PRJNA488609,SAMN09937838,305,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625986,GSM3362291,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,62,48,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727520,GSM3362291,Pvcre_striatum,SRP159173,Pvcre,dorso-lateral striatum
SRR7770414,RNA-Seq,51,PRJNA488609,SAMN09937837,261,Pthlh,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625987,GSM3362292,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,70,57,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727521,GSM3362292,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770415,RNA-Seq,51,PRJNA488609,SAMN09937917,275,No,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625988,GSM3362293,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,39,31,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727522,GSM3362293,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770416,RNA-Seq,51,PRJNA488609,SAMN09937916,283,Th,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625989,GSM3362294,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,57,45,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727523,GSM3362294,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770417,RNA-Seq,51,PRJNA488609,SAMN09937915,254,Th,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625990,GSM3362295,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,54,43,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727524,GSM3362295,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
SRR7770418,RNA-Seq,51,PRJNA488609,SAMN09937914,298,Npy/Mia,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4625991,GSM3362296,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,42,33,Mus musculus,ILLUMINA,2018-09-25T00:00:00Z,SRS3727525,GSM3362296,5HT3aEGFP_striatum,SRP159173,5HT3aEGFP,dorso-lateral striatum
