Gene	Base_Score	Split_Score	Gini_Score	Cutoff_Age	Count	P_Value	P_Adj	Up_Down
Hsd11b1	0.19240000000000002	0.16441426146010188	0.027985738539898136	21.0	13	0.04969250000000003	0.40458176086956554	Down
Zscan18	0.2304	0.1980295566502463	0.0323704433497537	23.5	18	0.05036850000000004	0.40458176086956554	Down
Olfr853	0.1824	0.15416666666666667	0.028233333333333333	17.5	12	0.050145499999999954	0.40458176086956554	Down
Fastkd5	0.1716	0.14682512733446518	0.024774872665534825	21.0	11	0.049939500000000026	0.40458176086956554	Down
Prm2	0.1824	0.15416666666666667	0.028233333333333333	17.5	12	0.050145499999999954	0.40458176086956554	Down
Ikzf4	0.1824	0.15416666666666667	0.028233333333333333	17.5	12	0.050145499999999954	0.40458176086956554	Down
Gm13304	0.1824	0.15416666666666667	0.028233333333333333	17.5	12	0.050145499999999954	0.40458176086956554	Down
Epn2	0.2304	0.1980295566502463	0.0323704433497537	23.5	18	0.05036850000000004	0.40458176086956554	Down
Pex10	0.1824	0.15416666666666667	0.028233333333333333	17.5	12	0.050145499999999954	0.40458176086956554	Down
Rps3a3	0.1824	0.15416666666666667	0.028233333333333333	17.5	12	0.050145499999999954	0.40458176086956554	Down
Dpp3	0.2484	0.21274220032840724	0.03565779967159277	23.5	27	0.05131549999999996	0.4060238643779739	Down
Mterf4	0.24640000000000004	0.20984719864176568	0.036552801358234355	21.0	22	0.051205500000000015	0.4060238643779739	Down
Med13	0.2484	0.21274220032840724	0.03565779967159277	23.5	27	0.05131549999999996	0.4060238643779739	Down
Gatc	0.24640000000000004	0.20984719864176568	0.036552801358234355	21.0	22	0.051205500000000015	0.4060238643779739	Down
Mfap3l	0.24640000000000004	0.20984719864176568	0.036552801358234355	21.0	22	0.051205500000000015	0.4060238643779739	Down
Socs7	0.24	0.20525451559934318	0.034745484400656806	23.5	20	0.05114850000000004	0.4060238643779739	Down
Terf2	0.24	0.20525451559934318	0.034745484400656806	23.5	20	0.05114850000000004	0.4060238643779739	Down
Gys1	0.2484	0.21274220032840724	0.03565779967159277	23.5	27	0.05131549999999996	0.4060238643779739	Down
Gtf3c4	0.24640000000000004	0.20984719864176568	0.036552801358234355	21.0	22	0.051205500000000015	0.4060238643779739	Down
Neurl1a	0.2484	0.21274220032840724	0.03565779967159277	23.5	27	0.05131549999999996	0.4060238643779739	Down
Osbpl11	0.24640000000000004	0.20984719864176568	0.036552801358234355	21.0	22	0.051205500000000015	0.4060238643779739	Down
Tpt1-ps6	0.24639999999999998	0.20984719864176568	0.0365528013582343	21.0	28	0.05125349999999995	0.4060238643779739	Up
Ptpn22	0.24640000000000004	0.20984719864176568	0.036552801358234355	21.0	22	0.051205500000000015	0.4060238643779739	Down
B9d2	0.2484	0.21274220032840724	0.03565779967159277	23.5	27	0.05131549999999996	0.4060238643779739	Down
Sptssa	0.24640000000000004	0.20984719864176568	0.036552801358234355	21.0	22	0.051205500000000015	0.4060238643779739	Down
Tbc1d31	0.24	0.20525451559934318	0.034745484400656806	23.5	20	0.05114850000000004	0.4060238643779739	Down
Rrs1	0.24	0.20525451559934318	0.034745484400656806	23.5	20	0.05114850000000004	0.4060238643779739	Down
Zfp653	0.24	0.20525451559934318	0.034745484400656806	23.5	20	0.05114850000000004	0.4060238643779739	Down
Shprh	0.2484	0.21274220032840724	0.03565779967159277	23.5	27	0.05131549999999996	0.4060238643779739	Down
Zfp36	0.2484	0.21274220032840724	0.03565779967159277	23.5	27	0.05131549999999996	0.4060238643779739	Down
Zfp711	0.24	0.20525451559934318	0.034745484400656806	23.5	20	0.05114850000000004	0.4060238643779739	Down
Rap2a	0.24	0.20525451559934318	0.034745484400656806	23.5	20	0.05114850000000004	0.4060238643779739	Down
Ralb	0.19240000000000002	0.16604414261460104	0.026355857385398973	21.0	37	0.05157849999999997	0.4075506866938219	Down
Ikbip	0.19240000000000002	0.16604414261460104	0.026355857385398973	21.0	37	0.05157849999999997	0.4075506866938219	Down
Klhdc1	0.2356	0.20086720867208668	0.03473279132791332	37.5	19	0.05230250000000003	0.4124232167902902	Up
Kdm6b	0.2436	0.2078070175438597	0.03579298245614032	18.5	29	0.05254950000000003	0.4124232167902902	Down
Rnf2	0.2356	0.20086720867208668	0.03473279132791332	37.5	19	0.05230250000000003	0.4124232167902902	Up
Fcf1	0.2436	0.2078070175438597	0.03579298245614032	18.5	29	0.05254950000000003	0.4124232167902902	Down
Nampt	0.2436	0.2078070175438597	0.03579298245614032	18.5	29	0.05254950000000003	0.4124232167902902	Down
Mark2	0.2436	0.2078070175438597	0.03579298245614032	18.5	29	0.05254950000000003	0.4124232167902902	Down
Parp2	0.2436	0.2078070175438597	0.03579298245614032	18.5	29	0.05254950000000003	0.4124232167902902	Down
Zfp771	0.2436	0.2078070175438597	0.03579298245614032	18.5	29	0.05254950000000003	0.4124232167902902	Down
Mysm1	0.2436	0.2078070175438597	0.03579298245614032	18.5	29	0.05254950000000003	0.4124232167902902	Down
Ascc3	0.2436	0.2078070175438597	0.03579298245614032	18.5	29	0.05254950000000003	0.4124232167902902	Down
Dtl	0.2356	0.20086720867208674	0.034732791327913265	37.5	31	0.05285150000000005	0.4145138871293805	Down
Gm12467	0.1824	0.15500891265597147	0.027391087344028536	30.5	12	0.05297249999999998	0.4146246990585069	Up
Olfr1467	0.1824	0.15500891265597147	0.027391087344028536	30.5	12	0.05297249999999998	0.4146246990585069	Up
Synpr	0.2436	0.20780701754385966	0.03579298245614035	35.0	21	0.05295349999999999	0.4146246990585069	Down
Plekha8	0.21	0.18048780487804877	0.029512195121951218	37.5	15	0.05353649999999999	0.4165182643716577	Up
Fndc3a	0.2496	0.21350000000000002	0.036099999999999965	36.5	24	0.05342950000000002	0.4165182643716577	Down
Dscaml1	0.24	0.20608974358974358	0.03391025641025641	24.5	30	0.053371500000000016	0.4165182643716577	Down
Fam155a	0.24	0.20608974358974358	0.03391025641025641	24.5	30	0.053371500000000016	0.4165182643716577	Down
Phc1	0.21	0.18134920634920637	0.02865079365079362	33.0	15	0.05353649999999999	0.4165182643716577	Up
Gm4366	0.21	0.18134920634920637	0.02865079365079362	33.0	15	0.05353649999999999	0.4165182643716577	Up
Fam234a	0.24	0.20608974358974358	0.03391025641025641	24.5	30	0.053371500000000016	0.4165182643716577	Down
Slc44a1	0.24	0.20608974358974358	0.03391025641025641	24.5	30	0.053371500000000016	0.4165182643716577	Down
Olfr905	0.21	0.18134920634920637	0.02865079365079362	33.0	15	0.05353649999999999	0.4165182643716577	Up
Rpl19-ps10	0.19240000000000002	0.16611111111111107	0.026288888888888945	33.0	13	0.05366150000000003	0.417211889445558	Down
Gfpt2	0.2496	0.21349999999999997	0.03610000000000002	36.5	26	0.053856499999999974	0.417898295	Up
Nomo1	0.2176	0.18526315789473685	0.032336842105263136	18.5	34	0.0538575	0.417898295	Down
Naa50	0.2176	0.18526315789473685	0.032336842105263136	18.5	34	0.0538575	0.417898295	Down
Gm6057	0.2016	0.17254385964912278	0.029056140350877224	18.5	14	0.0550735	0.4190002357697281	Down
Gm6062	0.2244	0.1923809523809524	0.032019047619047586	17.5	17	0.05558850000000004	0.4190002357697281	Down
Tmeff1	0.24	0.20713073005093377	0.03286926994906622	21.0	20	0.0553015	0.4190002357697281	Down
Pold1	0.12040000000000001	0.10333333333333333	0.017066666666666674	22.5	7	0.055526500000000034	0.4190002357697281	Down
Zbtb48	0.2244	0.1923809523809524	0.032019047619047586	17.5	17	0.05558850000000004	0.4190002357697281	Down
Kat6a	0.2016	0.17254385964912278	0.029056140350877224	18.5	14	0.0550735	0.4190002357697281	Down
Chrna2	0.12040000000000001	0.10333333333333333	0.017066666666666674	22.5	7	0.055526500000000034	0.4190002357697281	Down
Zc3h11a	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Ube4b	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
AC163694.1	0.2244	0.1923809523809524	0.032019047619047586	17.5	17	0.05558850000000004	0.4190002357697281	Down
Snx9	0.2016	0.17254385964912278	0.029056140350877224	18.5	14	0.0550735	0.4190002357697281	Down
Stum	0.12040000000000001	0.10333333333333333	0.017066666666666674	29.5	7	0.055526500000000034	0.4190002357697281	Up
Gm15309	0.2244	0.1923809523809524	0.032019047619047586	31.5	17	0.05558850000000004	0.4190002357697281	Down
Gm12163	0.2244	0.1923809523809524	0.032019047619047586	31.5	17	0.05558850000000004	0.4190002357697281	Down
Gpd1l	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Zfat	0.1476	0.128	0.019600000000000006	25.5	9	0.05554150000000002	0.4190002357697281	Down
Zc3h7a	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Inpp4a	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Gtf2f2	0.2016	0.17254385964912278	0.029056140350877224	18.5	14	0.0550735	0.4190002357697281	Down
Gm10263	0.12040000000000001	0.10333333333333333	0.017066666666666674	22.5	7	0.055526500000000034	0.4190002357697281	Down
Srp68	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Gm44705	0.2244	0.1923809523809524	0.032019047619047586	42.0	17	0.05558850000000004	0.4190002357697281	Up
Sycp2l	0.12040000000000001	0.10333333333333333	0.017066666666666674	22.5	7	0.055526500000000034	0.4190002357697281	Down
D630045J12Rik	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Styx	0.2244	0.1923809523809524	0.032019047619047586	42.0	17	0.05558850000000004	0.4190002357697281	Up
Ubr4	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Tysnd1	0.24	0.20713073005093377	0.03286926994906622	21.0	20	0.0553015	0.4190002357697281	Down
Dzip1	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Elp2	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Naa15	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Blmh	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Rsph3a	0.24	0.20713073005093377	0.03286926994906622	21.0	20	0.0553015	0.4190002357697281	Down
Rsph3b	0.2016	0.1725438596491228	0.029056140350877196	35.0	36	0.05500550000000004	0.4190002357697281	Down
Bin3	0.24	0.20713073005093377	0.03286926994906622	21.0	20	0.0553015	0.4190002357697281	Down
Minar2	0.2244	0.192	0.032399999999999984	25.5	17	0.05558850000000004	0.4190002357697281	Down
Klhl40	0.24	0.20713073005093377	0.03286926994906622	21.0	20	0.0553015	0.4190002357697281	Down
Nipsnap2	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Klhl23	0.2016	0.17254385964912278	0.029056140350877224	18.5	14	0.0550735	0.4190002357697281	Down
Fbxo10	0.2016	0.17254385964912278	0.029056140350877224	18.5	14	0.0550735	0.4190002357697281	Down
Dok7	0.2244	0.192	0.032399999999999984	25.5	17	0.05558850000000004	0.4190002357697281	Down
Dlx6	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Slc39a11	0.2016	0.17254385964912278	0.029056140350877224	18.5	14	0.0550735	0.4190002357697281	Down
Sgtb	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Mtrf1l	0.24	0.20713073005093377	0.03286926994906622	21.0	20	0.0553015	0.4190002357697281	Down
Mrps10	0.1824	0.1555993431855501	0.026800656814449902	23.5	38	0.05565549999999997	0.4190002357697281	Down
Cav2	0.2016	0.17254385964912278	0.029056140350877224	18.5	14	0.0550735	0.4190002357697281	Down
Stx19	0.1824	0.15559934318555008	0.02680065681444993	23.5	12	0.05571649999999995	0.41918832805429823	Up
Hist1h2ah	0.16000000000000003	0.1375	0.02250000000000002	36.5	10	0.05588649999999995	0.4199244502905097	Up
Gm13803	0.16000000000000003	0.1375	0.02250000000000002	36.5	10	0.05588649999999995	0.4199244502905097	Up
Fgfr1op	0.2176	0.18533333333333332	0.032266666666666666	22.5	34	0.057163500000000034	0.4204772446338384	Down
Gmpr2	0.2356	0.2032	0.03240000000000001	25.5	31	0.05722450000000001	0.4204772446338384	Down
Serp1	0.2016	0.17326388888888888	0.028336111111111117	19.5	36	0.05719350000000001	0.4204772446338384	Down
Trmt10c	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Kcna3	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Lmnb2	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
4930452B06Rik	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Ssrp1	0.2176	0.18533333333333332	0.032266666666666666	22.5	34	0.057163500000000034	0.4204772446338384	Down
Gm49461	0.2436	0.20833333333333337	0.03526666666666664	29.5	29	0.056664500000000007	0.4204772446338384	Down
Ggcx	0.2356	0.2032	0.03240000000000001	25.5	31	0.05722450000000001	0.4204772446338384	Down
Nmrk2	0.2176	0.18533333333333335	0.03226666666666664	29.5	16	0.05691349999999995	0.4204772446338384	Down
Noc4l	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Cntnap3	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Mmp14	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Dgat1	0.2176	0.18533333333333332	0.032266666666666666	22.5	34	0.057163500000000034	0.4204772446338384	Down
Traf3ip1	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Slc35c1	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Olfr1271	0.2356	0.2032	0.03240000000000001	25.5	19	0.05658949999999996	0.4204772446338384	Up
Kpna3	0.2176	0.18533333333333332	0.032266666666666666	22.5	34	0.057163500000000034	0.4204772446338384	Down
Ddx54	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Jam3	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Zfp809	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Lyrm4	0.2356	0.2032	0.03240000000000001	25.5	31	0.05722450000000001	0.4204772446338384	Down
Rfx5	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Ints3	0.2436	0.20833333333333337	0.03526666666666664	29.5	29	0.056664500000000007	0.4204772446338384	Down
Atg4a	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Pparg	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Ppp1r12a	0.2016	0.17326388888888888	0.028336111111111117	19.5	36	0.05719350000000001	0.4204772446338384	Down
Pbx1	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Gtpbp8	0.2436	0.20833333333333337	0.03526666666666664	22.5	21	0.05696650000000003	0.4204772446338384	Down
Sh2d1a	0.2356	0.2032	0.03240000000000001	25.5	31	0.05722450000000001	0.4204772446338384	Down
Lbhd1	0.2356	0.2032	0.03240000000000001	25.5	31	0.05722450000000001	0.4204772446338384	Up
Acsl1	0.2176	0.18533333333333332	0.032266666666666666	22.5	34	0.057163500000000034	0.4204772446338384	Down
Tm7sf2	0.2176	0.18533333333333332	0.032266666666666666	22.5	34	0.057163500000000034	0.4204772446338384	Down
Ctns	0.2356	0.2032	0.03240000000000001	25.5	19	0.05658949999999996	0.4204772446338384	Down
Dnttip2	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Hs6st2	0.1344	0.11359649122807017	0.020803508771929824	18.5	8	0.057890499999999956	0.42253326846679123	Down
Nek3	0.1344	0.11359649122807017	0.020803508771929824	18.5	8	0.057890499999999956	0.42253326846679123	Down
Tgs1	0.2496	0.21433333333333335	0.03526666666666664	29.5	24	0.058109500000000036	0.42253326846679123	Down
Parp3	0.1344	0.11359649122807017	0.020803508771929824	18.5	8	0.057890499999999956	0.42253326846679123	Down
Ccdc173	0.2496	0.2143333333333333	0.035266666666666696	22.5	26	0.05848450000000005	0.42253326846679123	Down
Dnajc12	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Pop4	0.2496	0.2143333333333333	0.035266666666666696	22.5	26	0.05848450000000005	0.42253326846679123	Down
Armcx6	0.2496	0.2143333333333333	0.035266666666666696	22.5	26	0.05848450000000005	0.42253326846679123	Down
Gm7507	0.2496	0.2143333333333333	0.035266666666666696	29.5	26	0.05848450000000005	0.42253326846679123	Up
Cherp	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Fads3	0.1344	0.11359649122807017	0.020803508771929824	18.5	8	0.057890499999999956	0.42253326846679123	Down
Bahcc1	0.1344	0.11359649122807017	0.020803508771929824	18.5	8	0.057890499999999956	0.42253326846679123	Down
Pop7	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Fam160a2	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Hars2	0.2496	0.2143333333333333	0.035266666666666696	22.5	26	0.05848450000000005	0.42253326846679123	Down
6030458C11Rik	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Daglb	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Nln	0.2496	0.2143333333333333	0.035266666666666696	22.5	26	0.05848450000000005	0.42253326846679123	Down
Pum2	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Morn4	0.2496	0.2143333333333333	0.035266666666666696	22.5	26	0.05848450000000005	0.42253326846679123	Down
Ttc39c	0.2496	0.2143333333333333	0.035266666666666696	22.5	26	0.05848450000000005	0.42253326846679123	Down
Nup50	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Ap5z1	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Cnih3	0.24	0.2082101806239737	0.03178981937602629	23.5	30	0.058256500000000044	0.42253326846679123	Down
Zfp938	0.2496	0.2143333333333333	0.035266666666666696	22.5	26	0.05848450000000005	0.42253326846679123	Down
Traf3ip2	0.1344	0.11359649122807017	0.020803508771929824	18.5	8	0.057890499999999956	0.42253326846679123	Down
Chrm4	0.1824	0.1566502463054187	0.025749753694581295	23.5	12	0.05906549999999999	0.4246222078443483	Down
Tmcc3	0.1824	0.1566502463054187	0.025749753694581295	23.5	12	0.05906549999999999	0.4246222078443483	Down
Mrip-ps	0.1824	0.15611111111111112	0.02628888888888889	33.0	12	0.05906549999999999	0.4246222078443483	Up
H2-D1	0.1824	0.1561111111111111	0.026288888888888917	33.0	38	0.05905550000000004	0.4246222078443483	Down
Ptar1	0.1824	0.15611111111111112	0.02628888888888889	33.0	12	0.05906549999999999	0.4246222078443483	Up
Zfp592	0.1824	0.1566502463054187	0.025749753694581295	23.5	12	0.05906549999999999	0.4246222078443483	Down
Mrps18c	0.1824	0.1561111111111111	0.026288888888888917	33.0	38	0.05905550000000004	0.4246222078443483	Down
Sult2a8	0.19240000000000002	0.16689210950080516	0.025507890499194857	26.5	13	0.059037499999999965	0.4246222078443483	Down
Gm7774	0.16000000000000003	0.13896103896103895	0.02103896103896108	28.0	10	0.05939249999999996	0.42539649692307663	Up
Inka2	0.1344	0.11428571428571428	0.02011428571428571	28.0	8	0.059235499999999996	0.42539649692307663	Down
Pdzd7	0.16000000000000003	0.1391304347826087	0.020869565217391334	26.5	10	0.05939249999999996	0.42539649692307663	Down
Pla2g3	0.16000000000000003	0.1391304347826087	0.020869565217391334	26.5	10	0.05939249999999996	0.42539649692307663	Down
Aph1b	0.2436	0.20838095238095236	0.03521904761904765	31.5	21	0.05937749999999997	0.42539649692307663	Down
Gm6076	0.16000000000000003	0.13896103896103895	0.02103896103896108	28.0	10	0.05939249999999996	0.42539649692307663	Up
Ercc2	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Elf2	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Twsg1	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Lipo3	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Armc10	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
6330409D20Rik	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Gm9747	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Dglucy	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Gm18186	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Sidt1	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
R3hcc1l	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Zxdc	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Dstyk	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Yjefn3	0.2176	0.18638888888888888	0.031211111111111106	19.5	16	0.06043849999999995	0.42919078798047555	Down
Gm7331	0.2176	0.18638888888888888	0.031211111111111106	19.5	34	0.060542500000000055	0.42966716920731746	Up
Dll1	0.1716	0.14684210526315788	0.024757894736842118	18.5	11	0.06133449999999996	0.4301276587349396	Down
Gm7984	0.12040000000000001	0.10350000000000001	0.0169	36.5	7	0.06111949999999999	0.4301276587349396	Up
Gm10033	0.17159999999999997	0.14684210526315788	0.02475789473684209	35.0	39	0.06134649999999997	0.4301276587349396	Down
Vstm5	0.2356	0.2033333333333333	0.032266666666666693	22.5	19	0.06114149999999996	0.4301276587349396	Down
Nrp2	0.2016	0.17372742200328406	0.02787257799671594	23.5	14	0.060965500000000006	0.4301276587349396	Down
Dph5	0.17159999999999997	0.14684210526315788	0.02475789473684209	35.0	39	0.06134649999999997	0.4301276587349396	Down
Recql	0.17159999999999997	0.14684210526315788	0.02475789473684209	35.0	39	0.06134649999999997	0.4301276587349396	Down
Htr5a	0.1716	0.14684210526315788	0.024757894736842118	18.5	11	0.06133449999999996	0.4301276587349396	Down
Thnsl1	0.2356	0.2033333333333333	0.032266666666666693	22.5	19	0.06114149999999996	0.4301276587349396	Down
Ifi208	0.1824	0.1568	0.02560000000000001	25.5	12	0.06124050000000003	0.4301276587349396	Down
Suox	0.1716	0.14684210526315788	0.024757894736842118	18.5	11	0.06133449999999996	0.4301276587349396	Down
Tom1l1	0.1716	0.14684210526315788	0.024757894736842118	18.5	11	0.06133449999999996	0.4301276587349396	Down
Mblac1	0.1716	0.14684210526315788	0.024757894736842118	18.5	11	0.06133449999999996	0.4301276587349396	Down
Cavin3	0.1716	0.14684210526315788	0.024757894736842118	18.5	11	0.06133449999999996	0.4301276587349396	Down
Myef2	0.17159999999999997	0.14688346883468836	0.02471653116531161	37.5	39	0.06134649999999997	0.4301276587349396	Down
Kmt2b	0.2356	0.2033333333333333	0.032266666666666693	22.5	19	0.06114149999999996	0.4301276587349396	Down
Fbxl4	0.2356	0.2033333333333333	0.032266666666666693	22.5	19	0.06114149999999996	0.4301276587349396	Down
Gm45380	0.1824	0.1568	0.02560000000000001	25.5	12	0.06124050000000003	0.4301276587349396	Down
Tnfsf13b	0.12040000000000001	0.10350000000000001	0.0169	36.5	7	0.06111949999999999	0.4301276587349396	Up
Gm9006	0.12040000000000001	0.10350000000000001	0.0169	36.5	7	0.06111949999999999	0.4301276587349396	Up
Htt	0.2356	0.2033333333333333	0.032266666666666693	29.5	31	0.06175149999999996	0.43244627466907315	Down
Cln8	0.2356	0.2033333333333333	0.032266666666666693	29.5	31	0.06175149999999996	0.43244627466907315	Down
Pabpc1l2a-ps	0.1344	0.11474025974025975	0.019659740259740238	28.0	8	0.06242250000000005	0.4363576441441445	Up
Gm6685	0.1344	0.11474025974025975	0.019659740259740238	28.0	8	0.06242250000000005	0.4363576441441445	Up
Gm2974	0.1344	0.11474025974025975	0.019659740259740238	28.0	8	0.06242250000000005	0.4363576441441445	Up
Dclre1c	0.2496	0.21600000000000003	0.03359999999999996	31.5	24	0.06323250000000002	0.44175454231692696	Down
BC034090	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
P2rx6	0.1716	0.14942307692307694	0.022176923076923066	24.5	11	0.06771950000000004	0.4423997263531984	Down
Rnf219	0.2176	0.19009523809523807	0.02750476190476192	31.5	16	0.06926949999999998	0.4423997263531984	Down
1110032F04Rik	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Ephb1	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Mxi1	0.24	0.20833333333333337	0.03166666666666662	18.5	30	0.06827349999999999	0.4423997263531984	Down
Chchd5	0.2016	0.174375	0.027225	19.5	14	0.06710450000000001	0.4423997263531984	Down
Retn	0.1716	0.14766233766233763	0.02393766233766237	28.0	11	0.06771950000000004	0.4423997263531984	Down
Mark4	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Mrpl44	0.24640000000000004	0.21035714285714285	0.03604285714285718	17.5	22	0.06435849999999999	0.4423997263531984	Down
Ttc9b	0.24	0.20833333333333337	0.03166666666666662	18.5	30	0.06827349999999999	0.4423997263531984	Down
Cgas	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Ednrb	0.1824	0.15771428571428572	0.024685714285714283	31.5	12	0.06851149999999995	0.4423997263531984	Down
Ttyh2	0.1056	0.0912280701754386	0.014371929824561397	18.5	6	0.06859349999999997	0.4423997263531984	Down
Pafah1b3	0.25	0.2149122807017544	0.03508771929824561	18.5	25	0.06401449999999997	0.4423997263531984	Down
Zfp111	0.2016	0.174375	0.027225	19.5	14	0.06710450000000001	0.4423997263531984	Down
Mcf2l	0.2176	0.18933786078098472	0.02826213921901527	21.0	34	0.06947349999999997	0.4423997263531984	Down
Gm8927	0.24	0.20833333333333337	0.03166666666666662	35.0	30	0.06827349999999999	0.4423997263531984	Up
Chodl	0.2496	0.21659722222222222	0.03300277777777777	19.5	24	0.06664550000000002	0.4423997263531984	Down
Mybphl	0.1056	0.09159722222222222	0.01400277777777778	19.5	6	0.06859349999999997	0.4423997263531984	Down
Ric8b	0.24	0.20833333333333337	0.03166666666666662	18.5	30	0.06827349999999999	0.4423997263531984	Down
